#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.270242    0.270242           0
           2    0.270159      0.2702 2.93026e-05
           3    0.269974    0.270125 6.45556e-05
           4    0.270711    0.270271 0.000135706
           5    0.270473    0.270312 0.000114418
           6    0.270518    0.270346 0.000100358
           7    0.271127    0.270458 0.000134385
           8    0.270136    0.270417 0.000123465
           9    0.270674    0.270446 0.000113004
          10    0.270408    0.270442 0.000101769
          11    0.270342    0.270433 9.29228e-05
          12    0.269925    0.270391 9.43203e-05
          13    0.270402    0.270392 8.70687e-05
          14    0.270609    0.270407 8.22184e-05
          15    0.271084    0.270452 8.82558e-05
          16    0.270855    0.270477 8.62501e-05
          17    0.270674    0.270489 8.19502e-05
          18    0.271024    0.270519 8.26043e-05
          19    0.270963    0.270542 8.15038e-05
          20    0.270981    0.270564 8.03313e-05
          21    0.269091    0.270494 0.000102653
          22    0.271085    0.270521 0.000101441
          23    0.270245    0.270509 9.77385e-05
          24     0.27031      0.2705 9.40166e-05
          25    0.270698    0.270508 9.05893e-05
          26    0.270325    0.270501 8.73783e-05
          27    0.269799    0.270475 8.79279e-05
          28    0.270297    0.270469 8.50178e-05
          29    0.270612    0.270474 8.22301e-05
          30    0.271119    0.270495 8.22535e-05
          31    0.270438    0.270494 7.96206e-05
          32    0.270534    0.270495 7.71424e-05
          33     0.27018    0.270485 7.53904e-05
          34    0.270547    0.270487 7.31951e-05
          35    0.269642    0.270463 7.49837e-05
          36    0.270714     0.27047  7.3225e-05
          37     0.27032    0.270466 7.13583e-05
          38    0.270485    0.270466 6.94823e-05
          39    0.270843    0.270476 6.83698e-05
          40    0.270047    0.270465 6.74984e-05
          41    0.270742    0.270472 6.61888e-05
          42    0.269833    0.270457 6.63374e-05
          43    0.270372    0.270455 6.48239e-05
          44    0.270726    0.270461 6.36422e-05
          45    0.270621    0.270465 6.23271e-05
          46    0.270876    0.270474 6.16116e-05
          47     0.27033     0.27047 6.03761e-05
          48    0.270362    0.270468 5.91604e-05
          49    0.270548     0.27047 5.79757e-05
          50    0.270217    0.270465 5.70361e-05
