#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1     0.83015     0.83015           0
           2    0.829487    0.829818 0.000234321
           3    0.830462    0.830033  0.00023472
           4    0.829744    0.829961 0.000186778
           5     0.83016    0.830001 0.000153632
           6    0.829672    0.829946 0.000137435
           7    0.829042    0.829817 0.000167836
           8    0.829008    0.829716 0.000174649
           9    0.830046    0.829752 0.000159063
          10    0.830376    0.829815  0.00015489
          11    0.830658    0.829891 0.000158654
          12    0.829596    0.829867 0.000147328
          13    0.829585    0.829845 0.000137582
          14    0.830781    0.829912 0.000143091
          15     0.82964    0.829894 0.000134696
          16    0.830303    0.829919 0.000128678
          17    0.830621    0.829961 0.000127556
          18      0.8294     0.82993 0.000124212
          19    0.830278    0.829948 0.000119024
          20     0.82935    0.829918 0.000116768
          21    0.829556    0.829901  0.00011247
          22    0.829946    0.829903 0.000107377
          23    0.829532    0.829887 0.000103909
          24    0.829605    0.829875 0.000100241
          25    0.829857    0.829874 9.62337e-05
          26    0.829762     0.82987 9.26299e-05
          27    0.830265    0.829885 9.03493e-05
          28    0.829699    0.829878 8.73667e-05
          29    0.830131    0.829887 8.47876e-05
          30    0.829581    0.829876 8.25724e-05
          31    0.830888    0.829909 8.61097e-05
          32    0.830392    0.829924 8.47311e-05
          33    0.829269    0.829904 8.44595e-05
          34    0.829718    0.829899 8.21536e-05
          35    0.829866    0.829898 7.98116e-05
          36    0.830406    0.829912 7.88336e-05
          37    0.831066    0.829943 8.26457e-05
          38    0.830726    0.829964 8.29968e-05
          39     0.82896    0.829938 8.47647e-05
          40    0.830554    0.829953 8.40322e-05
          41    0.829947    0.829953 8.19827e-05
          42     0.83126    0.829984 8.57298e-05
          43    0.830275    0.829991 8.40022e-05
          44     0.82981    0.829987 8.21941e-05
          45    0.830961    0.830009 8.31684e-05
          46    0.830356    0.830016  8.1703e-05
          47    0.829328    0.830002 8.12663e-05
          48    0.830109    0.830004  7.9604e-05
          49    0.829933    0.830002 7.79926e-05
          50    0.829449    0.829991  7.7215e-05
