#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.613542   -0.613542           0
           2   -0.613098    -0.61332  0.00015685
           3   -0.613513   -0.613384 0.000116977
           4   -0.613524   -0.613419 9.28272e-05
           5   -0.613566   -0.613448 7.87503e-05
           6   -0.613458    -0.61345 6.56407e-05
           7    -0.61327   -0.613424 6.10846e-05
           8   -0.613197   -0.613396  5.9701e-05
           9   -0.613356   -0.613391 5.32317e-05
          10   -0.613546   -0.613407 5.00887e-05
          11   -0.613403   -0.613406 4.55365e-05
          12   -0.613202   -0.613389 4.48194e-05
          13   -0.613131    -0.61337 4.55569e-05
          14   -0.613381    -0.61337 4.23101e-05
          15   -0.613356   -0.613369 3.95005e-05
          16   -0.613307   -0.613366 3.72217e-05
          17   -0.613545   -0.613376 3.64931e-05
          18   -0.613489   -0.613382 3.50041e-05
          19   -0.613285   -0.613377 3.35383e-05
          20   -0.613247   -0.613371 3.24893e-05
          21   -0.613164   -0.613361  3.2399e-05
          22   -0.613411   -0.613363 3.10066e-05
          23   -0.613552   -0.613371  3.0722e-05
          24   -0.613412   -0.613373 2.94887e-05
          25   -0.613231   -0.613367 2.88489e-05
          26   -0.613784   -0.613383  3.1876e-05
          27   -0.613048   -0.613371 3.30293e-05
          28    -0.61325   -0.613367 3.21319e-05
          29   -0.613367   -0.613367 3.10239e-05
          30   -0.613434   -0.613369 3.00714e-05
          31   -0.613517   -0.613374 2.94771e-05
          32   -0.613399   -0.613374 2.85669e-05
          33    -0.61353   -0.613379 2.80853e-05
          34   -0.613517   -0.613383 2.75504e-05
          35   -0.613483   -0.613386 2.69115e-05
          36   -0.613447   -0.613388 2.62177e-05
          37    -0.61344   -0.613389 2.55473e-05
          38   -0.613379   -0.613389 2.48764e-05
          39   -0.613464   -0.613391 2.43121e-05
          40   -0.613441   -0.613392 2.37369e-05
          41   -0.613352   -0.613391 2.31781e-05
          42    -0.61351   -0.613394 2.27989e-05
          43   -0.613408   -0.613394 2.22709e-05
          44   -0.613181   -0.613389 2.22875e-05
          45   -0.613145   -0.613384 2.24419e-05
          46   -0.613474   -0.613386 2.20384e-05
          47   -0.613325   -0.613385 2.16082e-05
          48    -0.61357   -0.613389 2.15012e-05
          49   -0.613519   -0.613391 2.12277e-05
          50   -0.613598   -0.613395 2.12038e-05
