#     BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1     1.69311     1.69311           0
           2     1.68788     1.69049  0.00184677
           3     1.68992      1.6903  0.00124117
           4     1.68504     1.68899   0.0014712
           5     1.68888     1.68896  0.00117712
           6     1.68294     1.68796  0.00134211
           7      1.6871     1.68784  0.00115599
           8      1.6844     1.68741  0.00108867
           9     1.68539     1.68718 0.000990559
          10     1.68566     1.68703 0.000903184
          11     1.68599     1.68694 0.000826059
          12     1.68737     1.68697  0.00075802
          13     1.69055     1.68725 0.000748006
          14     1.68171     1.68685 0.000792176
          15     1.69279     1.68725 0.000832464
          16     1.68849     1.68733 0.000784039
          17     1.68477     1.68718 0.000752181
          18     1.68901     1.68728 0.000717274
          19     1.68688     1.68726 0.000679824
          20     1.68627     1.68721 0.000647609
          21     1.68802     1.68725 0.000617932
          22     1.68385     1.68709 0.000608784
          23     1.67974     1.68677 0.000661003
          24     1.68773     1.68681 0.000634676
          25     1.69097     1.68698 0.000630715
          26     1.68673     1.68697  0.00060653
          27     1.69323      1.6872 0.000626786
          28      1.6912     1.68734 0.000620482
          29     1.68471     1.68725  0.00060572
          30     1.68518     1.68718 0.000589465
          31     1.68862     1.68723  0.00057226
          32     1.68213     1.68707  0.00057613
          33     1.68404     1.68698 0.000565948
          34     1.68687     1.68698 0.000549312
          35     1.69079     1.68708 0.000544345
          36     1.68577     1.68705 0.000530442
          37     1.68762     1.68706  0.00051633
          38     1.68303     1.68696 0.000513542
          39     1.68568     1.68692 0.000501423
          40     1.68385     1.68685 0.000494735
          41     1.68502      1.6868  0.00048467
          42     1.68772     1.68683 0.000473625
          43     1.69293     1.68697 0.000483421
          44     1.68995     1.68703 0.000477162
          45     1.68372     1.68696 0.000472203
          46     1.69229     1.68708 0.000475916
          47     1.68211     1.68697 0.000477375
          48      1.6884       1.687 0.000468355
          49      1.6862     1.68698 0.000459081
          50     1.69045     1.68705 0.000455095
