#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.196624    0.196624           0
           2    0.196735    0.196679 3.93445e-05
           3    0.196814    0.196724 4.49786e-05
           4    0.196996    0.196792 6.78031e-05
           5    0.196682     0.19677 5.77164e-05
           6    0.196739    0.196765 4.83225e-05
           7    0.196929    0.196788 4.67694e-05
           8    0.196823    0.196793 4.11271e-05
           9    0.196398    0.196749 5.51628e-05
          10    0.196879    0.196762 5.11641e-05
          11    0.196701    0.196757 4.68094e-05
          12    0.196526    0.196737 4.66925e-05
          13    0.196476    0.196717  4.7225e-05
          14    0.196528    0.196704 4.57529e-05
          15    0.196728    0.196705 4.27316e-05
          16    0.196811    0.196712 4.05724e-05
          17    0.196717    0.196712 3.81867e-05
          18    0.196261    0.196687 4.35211e-05
          19    0.196715    0.196689 4.12554e-05
          20    0.196596    0.196684 3.94544e-05
          21    0.196425    0.196672 3.94522e-05
          22    0.196286    0.196654 4.13663e-05
          23    0.196554     0.19665 3.97977e-05
          24    0.196696    0.196652 3.81866e-05
          25    0.196829    0.196659 3.73106e-05
          26    0.196492    0.196652 3.64203e-05
          27    0.196251    0.196637 3.79875e-05
          28    0.196658    0.196638 3.66376e-05
          29    0.196316    0.196627 3.70201e-05
          30    0.196616    0.196627 3.57878e-05
          31    0.196871    0.196635 3.54884e-05
          32    0.196627    0.196634 3.43802e-05
          33    0.196814     0.19664 3.37676e-05
          34     0.19657    0.196638  3.2837e-05
          35     0.19646    0.196633 3.22875e-05
          36    0.196447    0.196628 3.17979e-05
          37     0.19702    0.196638 3.26597e-05
          38    0.196859    0.196644 3.23115e-05
          39    0.196843    0.196649 3.18842e-05
          40    0.196481    0.196645  3.1362e-05
          41     0.19661    0.196644 3.06085e-05
          42    0.196234    0.196634 3.13967e-05
          43    0.196454     0.19663 3.09446e-05
          44     0.19649    0.196627 3.04051e-05
          45    0.196679    0.196628 2.97517e-05
          46    0.196364    0.196622 2.96555e-05
          47    0.196546    0.196621 2.90688e-05
          48    0.196777    0.196624 2.86444e-05
          49    0.196619    0.196624 2.80599e-05
          50    0.196731    0.196626 2.75798e-05
