#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.582762   -0.582762           0
           2   -0.582697   -0.582729 2.31365e-05
           3   -0.582749   -0.582736  1.6353e-05
           4   -0.582764   -0.582743 1.36532e-05
           5   -0.582688   -0.582732 1.46932e-05
           6   -0.582816   -0.582746 1.77395e-05
           7   -0.582687   -0.582738 1.70747e-05
           8   -0.582853   -0.582752 2.01205e-05
           9   -0.582661   -0.582742 2.02861e-05
          10    -0.58272    -0.58274 1.83746e-05
          11   -0.582749    -0.58274 1.67255e-05
          12   -0.582859    -0.58275 1.80344e-05
          13   -0.582817   -0.582755 1.73525e-05
          14   -0.582772   -0.582757 1.61536e-05
          15   -0.582768   -0.582757 1.50948e-05
          16   -0.582958    -0.58277 1.86532e-05
          17   -0.582954   -0.582781  2.0463e-05
          18   -0.582746   -0.582779 1.94165e-05
          19   -0.582567   -0.582768  2.1346e-05
          20   -0.582658   -0.582762 2.09718e-05
          21   -0.582608   -0.582755 2.12191e-05
          22   -0.582743   -0.582754  2.0261e-05
          23   -0.582625   -0.582749 2.01444e-05
          24   -0.582819   -0.582752 1.95141e-05
          25   -0.582888   -0.582757 1.94837e-05
          26   -0.582931   -0.582764 1.98513e-05
          27   -0.582672    -0.58276 1.94042e-05
          28   -0.582865   -0.582764 1.90653e-05
          29   -0.582772   -0.582764 1.84099e-05
          30   -0.582809   -0.582766 1.78554e-05
          31   -0.582804   -0.582767 1.73216e-05
          32    -0.58259   -0.582762 1.76389e-05
          33   -0.582874   -0.582765 1.74314e-05
          34   -0.582678   -0.582763 1.71044e-05
          35   -0.582685    -0.58276 1.67598e-05
          36   -0.582898   -0.582764 1.67251e-05
          37   -0.582584   -0.582759 1.69694e-05
          38   -0.582901   -0.582763 1.69264e-05
          39   -0.583012   -0.582769 1.76526e-05
          40   -0.582802    -0.58277 1.72304e-05
          41   -0.582729   -0.582769 1.68398e-05
          42   -0.582863   -0.582771 1.65867e-05
          43   -0.582827   -0.582773 1.62521e-05
          44   -0.582899   -0.582776 1.61333e-05
          45   -0.582785   -0.582776 1.57761e-05
          46   -0.582913   -0.582779 1.57147e-05
          47   -0.582688   -0.582777 1.54992e-05
          48    -0.58303   -0.582782 1.60458e-05
          49   -0.582871   -0.582784 1.58199e-05
          50   -0.582888   -0.582786 1.56404e-05
