#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1    0.448693    0.448693           0
           2    0.445298    0.446996  0.00120029
           3    0.448579    0.447523 0.000908766
           4    0.445275    0.446961 0.000837574
           5    0.442223    0.446014  0.00108051
           6    0.451242    0.446885   0.0012015
           7    0.448223    0.447076  0.00104496
           8    0.441763    0.446412  0.00110545
           9    0.438993    0.445588  0.00125282
          10     0.44467    0.445496   0.0011309
          11    0.444209    0.445379  0.00103412
          12    0.442897    0.445172 0.000968408
          13    0.444996    0.445159 0.000894011
          14    0.449528    0.445471 0.000882945
          15    0.446026    0.445508 0.000824858
          16    0.445013    0.445477 0.000773883
          17    0.451064    0.445805 0.000795098
          18     0.44587    0.445809 0.000750934
          19    0.449093    0.445982 0.000731036
          20    0.441321    0.445749 0.000730693
          21    0.444269    0.445678 0.000699289
          22    0.451695    0.445952  0.00071899
          23    0.443402    0.445841 0.000696221
          24    0.443102    0.445727 0.000676502
          25    0.447133    0.445783 0.000651777
          26    0.445996    0.445791  0.00062676
          27    0.443444    0.445704 0.000609547
          28    0.447882    0.445782 0.000592716
          29    0.444337    0.445732 0.000574369
          30    0.443249    0.445649 0.000561156
          31    0.442228    0.445539 0.000553803
          32    0.448246    0.445624  0.00054292
          33    0.447433    0.445679  0.00052923
          34      0.4423    0.445579 0.000522912
          35    0.443559    0.445521 0.000511146
          36    0.441024    0.445397 0.000511989
          37    0.448149    0.445471 0.000503528
          38    0.441459    0.445365 0.000501224
          39    0.445895    0.445379 0.000488556
          40    0.444184    0.445349 0.000477255
          41    0.450203    0.445467 0.000480077
          42    0.443942    0.445431 0.000470019
          43    0.444362    0.445406 0.000459745
          44    0.448625    0.445479  0.00045508
          45    0.440315    0.445365 0.000459213
          46    0.438002    0.445205 0.000476307
          47    0.439945    0.445093 0.000479137
          48    0.444301    0.445076 0.000469439
          49    0.451113    0.445199  0.00047575
          50    0.447476    0.445245  0.00046841
