#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1 -0.00461226 -0.00461226           0
           2 -0.00718444 -0.00589835 0.000909403
           3 -0.00182932 -0.00454201  0.00126254
           4 -0.00790206 -0.00538202  0.00119409
           5  0.00080946 -0.00414372  0.00146262
           6  -0.0017237 -0.00374039  0.00127324
           7  -0.0117756 -0.00488828  0.00152331
           8  0.00426762 -0.00374379   0.0017096
           9 -0.00864166   -0.004288  0.00160392
          10  0.00280828 -0.00357837   0.0015928
          11  0.00944916 -0.00239405  0.00183625
          12   0.0021919 -0.00201189  0.00172253
          13  0.00239712 -0.00167273  0.00162308
          14   0.0119848-0.000697196  0.00177628
          15   0.0012258-0.000568996  0.00166248
          16  -0.0112506 -0.00123659   0.0016873
          17 -0.00371544 -0.00138241  0.00159434
          18   0.0128265-0.000593024  0.00168992
          19   0.0014798-0.000483928   0.0016045
          20 -0.00658856 -0.00078916  0.00155303
          21  0.00058176-0.000723878  0.00148045
          22  0.00235544-0.000583909  0.00141976
          23   0.0107618-9.06165e-05  0.00144118
          24  -0.0056802-0.000323516  0.00139982
          25  0.00231206-0.000218093   0.0013478
          26 -0.00514112 -0.00040744  0.00130919
          27  0.00271746-0.000291703  0.00126581
          28 -0.00783334-0.000561047  0.00124893
          29   -0.003229-0.000653046  0.00120924
          30   1.356e-05-0.000630825  0.00116914
          31  0.00205418-0.000544212  0.00113463
          32  -0.0112742-0.000879526  0.00114765
          33  0.00031152-0.000843433  0.00111344
          34  0.00165774-0.000769869  0.00108312
          35 -0.00346432-0.000846854  0.00105491
          36 -0.00029294-0.000831467  0.00102571
          37 -0.00737366 -0.00100828  0.00101312
          38 -0.00013096-0.000985196  0.00098672
          39  0.00946688-0.000717194 0.000997152
          40 -0.00308372-0.000776357 0.000973976
          41  0.00214104-0.000705201 0.000952817
          42 -0.00662344-0.000846111 0.000940492
          43    0.003346 -0.00074862 0.000923659
          44 -0.00081028-0.000750022 0.000902668
          45  0.00809576-0.000553449 0.000903759
          46 -0.00256836-0.000597251 0.000885173
          47 -0.00581658-0.000708301 0.000873278
          48 -0.00531778-0.000804332 0.000860348
          49   0.0002548-0.000782717 0.000843062
          50    0.011375-0.000539563 0.000860551
