#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.430197    0.430197           0
           2    0.436144    0.433171  0.00210279
           3    0.433727    0.433356  0.00141003
           4     0.43447    0.433635  0.00108467
           5    0.435207    0.433949 0.000912162
           6    0.432574     0.43372 0.000788406
           7    0.435158    0.433925 0.000702043
           8    0.434184    0.433958 0.000615032
           9    0.432968    0.433848 0.000556446
          10    0.433932    0.433856 0.000500866
          11     0.43565    0.434019 0.000481138
          12    0.435628    0.434153 0.000459342
          13    0.431112    0.433919 0.000479899
          14    0.434373    0.433952 0.000446714
          15    0.433068    0.433893 0.000420801
          16    0.432371    0.433798 0.000405103
          17     0.43097    0.433631 0.000414018
          18    0.433495    0.433624 0.000391086
          19     0.43476    0.433684  0.00037505
          20    0.435501    0.433774 0.000367139
          21    0.436919    0.433924 0.000378966
          22    0.432166    0.433844 0.000370069
          23    0.433485    0.433829 0.000354308
          24    0.435121    0.433883 0.000343612
          25    0.431257    0.433778 0.000345538
          26    0.434622     0.43381 0.000333771
          27    0.434386    0.433831 0.000322091
          28    0.431512    0.433748 0.000321066
          29    0.435057    0.433794  0.00031315
          30     0.43136    0.433712 0.000313045
          31    0.433912    0.433719 0.000303013
          32    0.433913    0.433725 0.000293604
          33    0.433449    0.433717 0.000284827
          34    0.434823    0.433749   0.0002783
          35    0.434716    0.433777 0.000271717
          36    0.431772    0.433721 0.000269814
          37    0.435827    0.433778 0.000268459
          38    0.433647    0.433775 0.000261417
          39    0.432311    0.433737 0.000257395
          40    0.433859     0.43374 0.000250978
          41    0.432245    0.433704  0.00024749
          42    0.432062    0.433665 0.000244664
          43    0.431389    0.433612 0.000244631
          44    0.434932    0.433642 0.000240905
          45    0.436597    0.433707 0.000244337
          46    0.432789    0.433687  0.00023984
          47    0.431246    0.433635 0.000240297
          48    0.435482    0.433674 0.000238352
          49    0.432033     0.43364 0.000235829
          50    0.436885    0.433705 0.000239874
