#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1     0.20309     0.20309           0
           2    0.204286    0.203688 0.000422942
           3    0.198284    0.201887   0.0014976
           4    0.202822    0.202121  0.00114131
           5    0.207939    0.203284  0.00138454
           6    0.201323    0.202957  0.00119173
           7     0.19961    0.202479  0.00111328
           8    0.200369    0.202215  0.00100488
           9    0.198863    0.201843 0.000959766
          10    0.197258    0.201385 0.000967121
          11    0.197928     0.20107 0.000928838
          12    0.201731    0.201125 0.000853063
          13    0.205168    0.201436  0.00084222
          14    0.199619    0.201307 0.000792002
          15    0.199676    0.201198 0.000746629
          16    0.202961    0.201308 0.000708052
          17    0.205519    0.201556 0.000708412
          18    0.198888    0.201408 0.000684385
          19     0.20076    0.201373 0.000649213
          20    0.204481    0.201529 0.000635077
          21    0.203438     0.20162  0.00061131
          22    0.197577    0.201436 0.000610522
          23    0.197301    0.201256 0.000609875
          24    0.204948     0.20141 0.000603554
          25    0.203843    0.201507 0.000587203
          26    0.200962    0.201486 0.000564993
          27    0.198842    0.201388 0.000552492
          28    0.200959    0.201373 0.000532973
          29    0.200632    0.201348 0.000515206
          30    0.199819    0.201297 0.000500546
          31    0.201055    0.201289 0.000484459
          32    0.200343    0.201259 0.000470221
          33     0.20291    0.201309 0.000458625
          34    0.203347    0.201369 0.000449033
          35    0.201418    0.201371 0.000436206
          36    0.201476    0.201374 0.000424099
          37    0.200545    0.201351 0.000413227
          38    0.198896    0.201287 0.000407372
          39    0.202182     0.20131 0.000397574
          40    0.203924    0.201375 0.000392971
          41    0.200665    0.201358 0.000383768
          42    0.195797    0.201225 0.000396814
          43    0.199957    0.201196 0.000388681
          44    0.200613    0.201182 0.000380073
          45    0.200132    0.201159 0.000372343
          46    0.203977     0.20122 0.000369253
          47    0.203168    0.201262 0.000363714
          48    0.201109    0.201259 0.000356151
          49    0.199777    0.201228 0.000350163
          50    0.200827     0.20122 0.000343252
