#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1    0.453078    0.453078           0
           2     0.44206    0.447569  0.00389567
           3    0.440137    0.445092  0.00329189
           4    0.449636    0.446228  0.00265775
           5    0.454694    0.447921  0.00261041
           6    0.447436     0.44784   0.0021766
           7    0.441181    0.446889  0.00206307
           8    0.443167    0.446424   0.0018569
           9    0.436847     0.44536  0.00193152
          10    0.440863     0.44491  0.00178995
          11    0.436424    0.444138  0.00178574
          12    0.440156    0.443807  0.00166747
          13    0.455727    0.444724  0.00177349
          14    0.440045    0.444389  0.00167801
          15    0.441816    0.444218  0.00157488
          16    0.438532    0.443862  0.00151602
          17    0.451579    0.444316  0.00149325
          18    0.438817    0.444011   0.0014412
          19     0.43976    0.443787  0.00138261
          20    0.445896    0.443892  0.00131749
          21    0.441339    0.443771  0.00126035
          22    0.433306    0.443295   0.0012897
          23    0.443288    0.443295  0.00123363
          24    0.449251    0.443543  0.00120693
          25    0.448014    0.443722  0.00117183
          26    0.439148    0.443546  0.00113989
          27    0.442407    0.443504  0.00109845
          28    0.440466    0.443395  0.00106457
          29    0.440593    0.443299  0.00103223
          30    0.443793    0.443315 0.000997956
          31    0.446194    0.443408 0.000970074
          32    0.442874    0.443391 0.000939903
          33    0.442411    0.443362 0.000911891
          34    0.455203     0.44371 0.000949251
          35    0.443007     0.44369 0.000922342
          36    0.451895    0.443918 0.000924456
          37    0.453355    0.444173 0.000933992
          38    0.434399    0.443916 0.000944163
          39    0.446099    0.443972 0.000921612
          40    0.448627    0.444088  0.00090589
          41    0.440374    0.443997 0.000888313
          42    0.428582     0.44363  0.00093993
          43    0.442185    0.443597 0.000918672
          44    0.441957    0.443559  0.00089855
          45    0.445833     0.44361 0.000880001
          46     0.45166    0.443785 0.000878101
          47    0.441805    0.443743 0.000860428
          48    0.439385    0.443652 0.000847278
          49    0.441476    0.443608 0.000831149
          50     0.43888    0.443513 0.000819888
