#     BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1      4.4165      4.4165           0
           2     4.40812     4.41231  0.00296286
           3      4.4079     4.41084  0.00231072
           4     4.40996     4.41062  0.00174345
           5     4.36023     4.40054   0.0091215
           6     4.39877     4.40025  0.00760605
           7     4.40785     4.40133   0.0065965
           8     4.41492     4.40303  0.00598675
           9     4.41045     4.40386  0.00537799
          10     4.40273     4.40374  0.00484137
          11     4.40844     4.40417  0.00442001
          12     4.41269     4.40488  0.00410832
          13     4.39924     4.40445   0.0038151
          14     4.41983     4.40554   0.0036974
          15     4.41615     4.40625  0.00351781
          16     4.39929     4.40582  0.00332477
          17     4.40788     4.40594  0.00313142
          18     4.41271     4.40631  0.00297998
          19      4.4091     4.40646  0.00282675
          20     4.41058     4.40667  0.00269289
          21     4.40537      4.4066  0.00256537
          22     4.41839     4.40714   0.0025041
          23     4.40544     4.40707  0.00239631
          24     4.40539       4.407  0.00229748
          25      4.3937     4.40647  0.00226627
          26     4.40446     4.40639  0.00218042
          27     4.40647     4.40639  0.00209967
          28     4.41465     4.40669  0.00204529
          29     4.41637     4.40702  0.00200183
          30     4.41971     4.40744   0.0019793
          31     4.40708     4.40743  0.00191548
          32     4.39729     4.40711  0.00188168
          33     4.41722     4.40742  0.00184939
          34     4.41365      4.4076  0.00180406
          35     4.40234     4.40745  0.00175878
          36     4.41513     4.40767  0.00172282
          37     4.42435     4.40812  0.00173426
          38     4.40568     4.40805  0.00168981
          39     4.41379      4.4082  0.00165286
          40     4.39612      4.4079  0.00163891
          41      4.4285      4.4084  0.00167422
          42     4.38861     4.40793  0.00169935
          43     4.41031     4.40799  0.00166073
          44     4.39603     4.40771  0.00164508
          45     4.40706      4.4077  0.00160859
          46     4.41567     4.40787  0.00158292
          47     4.38126     4.40731  0.00164736
          48     4.41379     4.40744  0.00161857
          49      4.4263     4.40783  0.00163065
          50     4.41191     4.40791  0.00160008
