#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1      0.4004      0.4004           0
           2    0.400434    0.400417 1.21622e-05
           3     0.40072    0.400518 8.29884e-05
           4    0.400593    0.400537 6.43315e-05
           5    0.400351      0.4005 6.12312e-05
           6    0.400815    0.400552 7.00034e-05
           7    0.401753    0.400724 0.000169814
           8    0.400559    0.400703 0.000149837
           9    0.401096    0.400747 0.000139411
          10    0.400944    0.400766  0.00012686
          11    0.400443    0.400737 0.000118681
          12    0.401437    0.400795 0.000122285
          13     0.40081    0.400797 0.000112883
          14    0.400773    0.400795 0.000104833
          15    0.401091    0.400815 9.96812e-05
          16    0.400665    0.400805   9.389e-05
          17    0.401281    0.400833 9.24408e-05
          18     0.40097    0.400841 8.76177e-05
          19    0.400607    0.400828 8.38678e-05
          20    0.401064     0.40084 8.04991e-05
          21    0.400811    0.400839 7.66775e-05
          22    0.401106    0.400851 7.41487e-05
          23    0.400665    0.400843 7.13638e-05
          24    0.401194    0.400858 6.98737e-05
          25    0.400529    0.400844 6.83067e-05
          26    0.401253     0.40086 6.74649e-05
          27    0.401349    0.400878 6.73563e-05
          28    0.400884    0.400878  6.4951e-05
          29    0.401206     0.40089 6.36845e-05
          30    0.400747    0.400885 6.17392e-05
          31    0.400574    0.400875 6.05573e-05
          32    0.400426    0.400861 6.02704e-05
          33    0.401219    0.400872 5.94121e-05
          34    0.401077    0.400878 5.79719e-05
          35    0.401486    0.400895 5.88587e-05
          36    0.400224    0.400876 6.01057e-05
          37    0.400673    0.400871 5.87312e-05
          38    0.400591    0.400864 5.76448e-05
          39    0.400755    0.400861 5.62343e-05
          40    0.400981    0.400864 5.49087e-05
          41     0.40098    0.400867 5.36421e-05
          42    0.401564    0.400883 5.48774e-05
          43     0.40095    0.400885 5.36227e-05
          44    0.401113     0.40089 5.26548e-05
          45    0.400474    0.400881 5.22901e-05
          46    0.400726    0.400877  5.1262e-05
          47    0.400661    0.400873 5.03785e-05
          48    0.400888    0.400873 4.93299e-05
          49    0.400494    0.400865 4.89274e-05
          50    0.401124    0.400871 4.82223e-05
