#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.582805   -0.582805           0
           2   -0.582687   -0.582746 4.14647e-05
           3    -0.58285   -0.582781  3.9502e-05
           4   -0.582955   -0.582824 4.80079e-05
           5   -0.582962   -0.582852 4.56268e-05
           6   -0.582985   -0.582874 4.30631e-05
           7   -0.582711   -0.582851 4.27636e-05
           8   -0.582685    -0.58283 4.21024e-05
           9   -0.582898   -0.582837 3.81036e-05
          10   -0.582824   -0.582836 3.43159e-05
          11   -0.582859   -0.582838 3.12586e-05
          12   -0.582635   -0.582821 3.29059e-05
          13   -0.582721   -0.582814 3.12595e-05
          14   -0.582731   -0.582808 2.95851e-05
          15   -0.582797   -0.582807 2.76214e-05
          16   -0.582768   -0.582805 2.60019e-05
          17   -0.583055   -0.582819 2.83309e-05
          18    -0.58298   -0.582828 2.81224e-05
          19   -0.582685   -0.582821 2.76334e-05
          20   -0.582672   -0.582813 2.72354e-05
          21   -0.582754    -0.58281 2.60838e-05
          22   -0.582759   -0.582808 2.50038e-05
          23   -0.582999   -0.582816 2.52549e-05
          24   -0.582706   -0.582812 2.46198e-05
          25   -0.582688   -0.582807 2.41304e-05
          26   -0.583186   -0.582821 2.72536e-05
          27   -0.582465   -0.582808 2.92689e-05
          28   -0.582756   -0.582806 2.82837e-05
          29   -0.582769   -0.582805 2.73369e-05
          30   -0.582849   -0.582806  2.6465e-05
          31   -0.582805   -0.582806 2.56113e-05
          32   -0.582857   -0.582808 2.48598e-05
          33   -0.582798   -0.582808 2.41082e-05
          34   -0.582952   -0.582812 2.37686e-05
          35     -0.5829   -0.582814  2.3223e-05
          36   -0.582756   -0.582813 2.26351e-05
          37   -0.582722    -0.58281 2.21565e-05
          38   -0.582848   -0.582811 2.15957e-05
          39   -0.582832   -0.582812 2.10488e-05
          40   -0.582818   -0.582812  2.0523e-05
          41   -0.582872   -0.582814 2.00746e-05
          42   -0.582872   -0.582815 1.96449e-05
          43   -0.582704   -0.582812 1.93579e-05
          44   -0.582788   -0.582812 1.89257e-05
          45   -0.582729    -0.58281 1.85936e-05
          46   -0.582851   -0.582811 1.82109e-05
          47   -0.582728   -0.582809 1.79083e-05
          48   -0.582972   -0.582812 1.78526e-05
          49   -0.582822   -0.582813 1.74894e-05
          50   -0.583018   -0.582817 1.76134e-05
