#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1    0.662854    0.662854           0
           2    0.662874    0.662864 7.30441e-06
           3    0.663475    0.663068  0.00016634
           4    0.663225    0.663107 0.000129339
           5    0.663417    0.663169  0.00011741
           6    0.663273    0.663186 9.91234e-05
           7    0.663036    0.663165 8.72556e-05
           8    0.662339    0.663062  0.00012309
           9    0.662881    0.663042 0.000111032
          10    0.663768    0.663114 0.000121379
          11    0.663967    0.663192 0.000132813
          12    0.663408     0.66321 0.000122963
          13    0.663125    0.663203 0.000113678
          14    0.664152    0.663271 0.000124125
          15    0.662468    0.663218 0.000126878
          16    0.664227    0.663281 0.000133723
          17    0.663862    0.663315 0.000130151
          18    0.663467    0.663323 0.000123196
          19    0.662821    0.663297 0.000119517
          20     0.66338    0.663301 0.000113614
          21    0.663234    0.663298 0.000108249
          22     0.66242    0.663258 0.000110438
          23    0.663579    0.663272 0.000106515
          24     0.66316    0.663267 0.000102178
          25    0.663808    0.663289 0.000100351
          26     0.66364    0.663302 9.73953e-05
          27    0.663869    0.663323 9.60246e-05
          28    0.664486    0.663365 0.000101181
          29    0.663449    0.663368 9.77331e-05
          30    0.663004    0.663356 9.52243e-05
          31     0.66443     0.66339 9.82529e-05
          32    0.664169    0.663415 9.81513e-05
          33    0.663226    0.663409 9.53426e-05
          34    0.663177    0.663402 9.27824e-05
          35    0.663323      0.6634 9.01588e-05
          36    0.663866    0.663413 8.85787e-05
          37    0.664718    0.663448 9.29392e-05
          38    0.663963    0.663462 9.14761e-05
          39    0.662853    0.663446 9.04511e-05
          40     0.66386    0.663456 8.87793e-05
          41    0.662802     0.66344 8.80371e-05
          42    0.664138    0.663457 8.74928e-05
          43    0.663879    0.663467 8.60077e-05
          44    0.663064    0.663458   8.454e-05
          45    0.663692    0.663463  8.2821e-05
          46    0.663898    0.663472 8.15597e-05
          47     0.66299    0.663462 8.04675e-05
          48    0.662624    0.663445 8.06619e-05
          49    0.663175    0.663439  7.9203e-05
          50    0.663046    0.663431 7.80078e-05
