#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1 -0.00427956 -0.00427956           0
           2 -0.00512608 -0.00470282  0.00029929
           3 -0.00040188 -0.00326917  0.00118745
           4  -0.0008931 -0.00267516  0.00102849
           5  -0.0023388 -0.00260788 0.000824989
           6 -0.00291876  -0.0026597 0.000689116
           7  0.00376034 -0.00174255  0.00103435
           8  0.00344446 -0.00109417  0.00108948
           9  0.00209366-0.000739969  0.00102439
          10 -0.00221478 -0.00088745 0.000932508
          11 -0.00132328-0.000927071 0.000848576
          12  0.00214724-0.000670878 0.000815618
          13  -0.0015297-0.000736942 0.000755549
          14  0.00113572 -0.00060318 0.000713323
          15   -7.12e-05-0.000567715  0.00066665
          16  0.00428234-0.000264586  0.00069047
          17  0.00127584-0.000173973 0.000655773
          18  0.00106702-0.000105029 0.000622955
          19   0.0057483 0.000203041 0.000661974
          20  0.00365322  0.00037555 0.000650965
          21 -0.00435076 0.000150488 0.000657723
          22 -0.00252336 2.89491e-05 0.000638958
          23  -0.0050537-0.000192036 0.000648265
          24  0.00254254 -7.8095e-05 0.000631188
          25  0.00025138 -6.4916e-05 0.000606078
          26 -0.00312668-0.000182676 0.000594098
          27 -0.00239494-0.000264612 0.000577717
          28 -0.00122212-0.000298809 0.000558095
          29  0.00556754-9.65207e-05 0.000574342
          30 -0.00050548-0.000110153 0.000555359
          31 -0.00466454-0.000257068 0.000556538
          32  0.00259202-0.000168034 0.000546222
          33  0.00253442-8.61418e-05 0.000535773
          34  0.00437026 4.49288e-05 0.000535808
          35 -0.00229874-2.20331e-05 0.000524666
          36 -0.00781984-0.000238639    0.000553
          37  0.00212826-0.000174669 0.000541741
          38  0.00031504-0.000161782 0.000527638
          39   0.0062928 3.72051e-06 0.000539441
          40   0.0005801   1.813e-05 0.000526148
          41 -0.00415778-8.37215e-05  0.00052308
          42  -0.0020756-0.000131147 0.000512771
          43 -0.00064192-0.000143026 0.000500984
          44 -0.00660212-0.000289823 0.000510652
          45  0.00034324-0.000275755 0.000499498
          46 -0.00210998 -0.00031563 0.000490229
          47 -0.00308242-0.000374497  0.00048332
          48 -0.00535814-0.000478323 0.000484274
          49   0.0040973-0.000384943  0.00048331
          50 -0.00032124-0.000383669 0.000473646
