#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1    0.882749    0.882749           0
           2    0.882509    0.882629  8.4676e-05
           3    0.890873    0.885377   0.0022446
           4    0.878027     0.88354   0.0023165
           5     0.89052    0.884936  0.00223459
           6    0.905319    0.888333   0.0036173
           7    0.897585    0.889654  0.00333327
           8    0.895217     0.89035  0.00298824
           9    0.882813    0.889512  0.00277108
          10    0.872914    0.887852   0.0029495
          11    0.895352    0.888534  0.00275904
          12     0.88792    0.888483  0.00252959
          13    0.886074    0.888298  0.00234179
          14    0.880162    0.887717  0.00224547
          15    0.882309    0.887356  0.00212451
          16    0.882208    0.887034  0.00201595
          17    0.886119     0.88698  0.00189808
          18    0.879806    0.886582  0.00183401
          19    0.875879    0.886019  0.00182194
          20    0.878998    0.885668  0.00176433
          21     0.89227    0.885982   0.0017081
          22    0.901266    0.886677  0.00176609
          23    0.895174    0.887046  0.00172751
          24     0.89997    0.887585  0.00173744
          25    0.888367    0.887616  0.00166822
          26    0.885919    0.887551  0.00160533
          27    0.883539    0.887402  0.00155274
          28    0.897402    0.887759   0.0015378
          29    0.892611    0.887926  0.00149385
          30    0.878608    0.887616  0.00147599
          31    0.875242    0.887217  0.00148137
          32    0.893805    0.887423  0.00144931
          33    0.886025     0.88738  0.00140601
          34    0.882836    0.887247    0.001371
          35    0.884943    0.887181   0.0013334
          36    0.881257    0.887016  0.00130648
          37     0.89672    0.887278  0.00129722
          38    0.896016    0.887508   0.0012833
          39    0.880556     0.88733  0.00126272
          40    0.893917    0.887495  0.00124184
          41    0.892302    0.887612  0.00121707
          42    0.897987    0.887859   0.0012129
          43    0.903154    0.888215  0.00123575
          44    0.898377    0.888446  0.00122906
          45    0.894868    0.888588     0.00121
          46    0.884155    0.888492  0.00118753
          47    0.881823     0.88835  0.00117071
          48     0.88474    0.888275  0.00114873
          49    0.885534    0.888219  0.00112665
          50    0.878146    0.888018  0.00112199
