#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.892248   -0.892248           0
           2   -0.892389   -0.892318  4.9851e-05
           3   -0.892249   -0.892295 3.82454e-05
           4   -0.892217   -0.892275 3.33168e-05
           5    -0.89216   -0.892252 3.37161e-05
           6   -0.892248   -0.892252 2.81056e-05
           7   -0.892052   -0.892223 3.57675e-05
           8   -0.891855   -0.892177 5.32237e-05
           9    -0.89258   -0.892222  6.3391e-05
          10   -0.892187   -0.892218 5.71464e-05
          11   -0.891707   -0.892172 6.82993e-05
          12   -0.891784   -0.892139 6.98198e-05
          13   -0.892008   -0.892129 6.51746e-05
          14   -0.891806   -0.892106  6.4471e-05
          15   -0.891835   -0.892088 6.26523e-05
          16   -0.892221   -0.892097 5.92857e-05
          17   -0.892107   -0.892097 5.58017e-05
          18   -0.892323    -0.89211 5.40899e-05
          19   -0.892156   -0.892112 5.12969e-05
          20   -0.892382   -0.892126  5.0476e-05
          21   -0.892217    -0.89213 4.82612e-05
          22   -0.892769   -0.892159 5.41027e-05
          23   -0.892338   -0.892167 5.23077e-05
          24    -0.89227   -0.892171 5.03048e-05
          25    -0.89207   -0.892167 4.84552e-05
          26   -0.892246    -0.89217 4.66854e-05
          27   -0.892349   -0.892177 4.54218e-05
          28   -0.891324   -0.892146 5.30382e-05
          29   -0.891812   -0.892135 5.24481e-05
          30   -0.891792   -0.892123 5.19277e-05
          31   -0.891952   -0.892118 5.05445e-05
          32    -0.89219    -0.89212 4.90152e-05
          33    -0.89222   -0.892123 4.76235e-05
          34   -0.892331   -0.892129 4.66144e-05
          35   -0.892618   -0.892143 4.73302e-05
          36   -0.892461   -0.892152 4.68313e-05
          37   -0.892581   -0.892164 4.69806e-05
          38   -0.892699   -0.892178  4.7808e-05
          39    -0.89253   -0.892187 4.74281e-05
          40   -0.892236   -0.892188 4.62587e-05
          41   -0.891855    -0.89218 4.58389e-05
          42   -0.892522   -0.892188 4.54642e-05
          43   -0.892309   -0.892191 4.44941e-05
          44   -0.892145    -0.89219 4.34951e-05
          45   -0.892386   -0.892194 4.27476e-05
          46   -0.892713   -0.892205 4.32797e-05
          47   -0.891759   -0.892196 4.33875e-05
          48   -0.892621   -0.892205 4.33798e-05
          49   -0.891831   -0.892197 4.31588e-05
          50   -0.892657   -0.892206 4.32633e-05
