#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1   -0.010099   -0.010099           0
           2   0.0173811  0.00364103  0.00971568
           3 -0.00394512  0.00111231  0.00679824
           4   0.0283399  0.00791921  0.00779403
           5  -0.0315517  2.5036e-05  0.00941979
           6  0.00362388 0.000624843   0.0078689
           7     0.04166  0.00648701  0.00865723
           8  -0.0120547  0.00416929  0.00787922
           9   0.0147451  0.00534438  0.00709084
          10  0.00988642  0.00579858  0.00639628
          11   0.0150683  0.00664128  0.00587005
          12   0.0155067  0.00738006  0.00542717
          13     0.01387  0.00787929  0.00503261
          14 -0.00668704  0.00683884  0.00477948
          15  0.00550968  0.00675023  0.00446167
          16 -0.00105564  0.00626236   0.0042094
          17  -0.0251459  0.00441481  0.00434838
          18   0.0049441  0.00444422   0.0041069
          19  0.00194784  0.00431283  0.00389285
          20  -0.0105922  0.00356758  0.00376887
          21 -0.00688008  0.00307007  0.00362209
          22  -0.0101079  0.00247107  0.00350663
          23   0.0190132   0.0031903  0.00342713
          24   0.0130886  0.00360272  0.00330905
          25  -0.0191014  0.00269456  0.00329896
          26  -0.0242336  0.00165886  0.00333069
          27  0.00194516  0.00166946  0.00320735
          28   0.0072428  0.00186851  0.00309897
          29   0.0139265   0.0022843  0.00301987
          30  -0.0263176  0.00133091  0.00306602
          31   0.0112507   0.0016509  0.00298377
          32   0.0133199  0.00201556  0.00291272
          33   -0.013454  0.00154678  0.00286193
          34  0.00360558  0.00160733   0.0027784
          35   0.0102893  0.00185539  0.00271006
          36  0.00534146  0.00195223  0.00263651
          37   0.0317153  0.00275663  0.00268517
          38   0.0171057  0.00313424  0.00264092
          39   0.0139866   0.0034125  0.00258783
          40  -0.0163906  0.00291743  0.00257005
          41  0.00041742  0.00285645  0.00250809
          42   0.0136344  0.00311307  0.00246147
          43  0.00280612  0.00310593  0.00240423
          44  0.00857842  0.00323031  0.00235281
          45  -0.0142376  0.00284213  0.00233232
          46  -0.0145959  0.00246304  0.00231222
          47   -0.025844  0.00186077  0.00234015
          48  0.00864276  0.00200206  0.00229566
          49  0.00072756  0.00197605  0.00224896
          50     0.00782  0.00209293  0.00220701
