#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1    0.319848    0.319848           0
           2    0.320702    0.320275 0.000301885
           3    0.321154    0.320568 0.000312623
           4    0.320497     0.32055 0.000234972
           5    0.319333    0.320307 0.000287634
           6    0.320347    0.320313 0.000239773
           7    0.320413    0.320328 0.000205939
           8    0.319951     0.32028 0.000185511
           9    0.319898    0.320238 0.000169694
          10    0.320485    0.320263 0.000154516
          11    0.320988    0.320329 0.000153908
          12     0.32064    0.320355 0.000143259
          13    0.319844    0.320315 0.000137517
          14    0.320393    0.320321 0.000127807
          15    0.320091    0.320306 0.000120205
          16    0.320106    0.320293 0.000113336
          17    0.320631    0.320313 0.000108402
          18    0.320372    0.320316  0.00010243
          19     0.32003    0.320301 9.81416e-05
          20    0.319805    0.320276 9.63234e-05
          21    0.320015    0.320264 9.25368e-05
          22     0.31947    0.320228 9.51071e-05
          23    0.320973     0.32026 9.63387e-05
          24    0.320297    0.320262 9.23368e-05
          25    0.319522    0.320232 9.32605e-05
          26    0.320141    0.320229 8.97397e-05
          27    0.320679    0.320245 8.79503e-05
          28    0.320534    0.320256 8.54119e-05
          29    0.320126    0.320251 8.25843e-05
          30     0.31925    0.320218 8.63165e-05
          31     0.32037    0.320223 8.36716e-05
          32     0.32025    0.320224 8.10613e-05
          33    0.320221    0.320224  7.8605e-05
          34    0.320508    0.320232 7.67378e-05
          35     0.32058    0.320242 7.51854e-05
          36     0.32099    0.320263 7.59169e-05
          37    0.320848    0.320278 7.54956e-05
          38    0.320778    0.320292 7.46432e-05
          39    0.319511    0.320272 7.53669e-05
          40    0.319939    0.320263 7.39392e-05
          41    0.320052    0.320258 7.23153e-05
          42    0.321036    0.320277  7.2925e-05
          43    0.320225    0.320275 7.12388e-05
          44    0.320744    0.320286 7.04125e-05
          45    0.321163    0.320306 7.14942e-05
          46      0.3203    0.320305 6.99401e-05
          47    0.320325    0.320306 6.84532e-05
          48    0.320002      0.3203 6.73199e-05
          49    0.320273    0.320299 6.59482e-05
          50    0.320454    0.320302 6.47021e-05
