#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1    0.981022    0.981022           0
           2    0.980783    0.980902 8.46053e-05
           3    0.980913    0.980906 5.64769e-05
           4    0.981123     0.98096 6.32421e-05
           5    0.980855    0.980939 5.39815e-05
           6    0.980867    0.980927  4.6299e-05
           7    0.980974    0.980934  4.0173e-05
           8    0.980877    0.980927 3.57663e-05
           9    0.980968    0.980931 3.20808e-05
          10    0.980985    0.980937 2.93136e-05
          11    0.980772    0.980922 3.02289e-05
          12     0.98075    0.980907 3.09058e-05
          13    0.980812      0.9809 2.93883e-05
          14    0.980937    0.980903 2.74054e-05
          15     0.98074    0.980892 2.76451e-05
          16    0.980976    0.980897 2.64106e-05
          17    0.980963    0.980901 2.51408e-05
          18    0.980778    0.980894 2.46558e-05
          19    0.980863    0.980893 2.34124e-05
          20    0.981076    0.980902 2.39678e-05
          21    0.980922    0.980903 2.28464e-05
          22    0.980837      0.9809 2.20011e-05
          23    0.980804    0.980896 2.14322e-05
          24     0.98092    0.980897 2.05628e-05
          25    0.980949    0.980899 1.98476e-05
          26    0.980789    0.980894 1.95287e-05
          27    0.980738    0.980889 1.96468e-05
          28    0.981067    0.980895  1.9946e-05
          29    0.980846    0.980893 1.93296e-05
          30    0.981048    0.980898 1.93606e-05
          31    0.980646     0.98089 2.03789e-05
          32    0.980982    0.980893 1.99433e-05
          33    0.981084    0.980899 2.01614e-05
          34    0.980906    0.980899 1.95696e-05
          35     0.98069    0.980893 1.99064e-05
          36    0.980983    0.980896 1.95106e-05
          37    0.980841    0.980894 1.90401e-05
          38    0.980968    0.980896 1.86377e-05
          39    0.981205    0.980904 1.97659e-05
          40    0.981122     0.98091   2.001e-05
          41    0.981043    0.980913 1.97847e-05
          42    0.980925    0.980913 1.93156e-05
          43    0.980825    0.980911 1.89742e-05
          44    0.981093    0.980915 1.89885e-05
          45    0.980955    0.980916 1.85868e-05
          46    0.980789    0.980913 1.83869e-05
          47    0.981121    0.980918 1.85178e-05
          48    0.980863    0.980917 1.81676e-05
          49    0.980759    0.980913 1.80775e-05
          50     0.98087    0.980912 1.77368e-05
