#     BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1     24.5727     24.5727           0
           2     25.1012     24.8369    0.186847
           3     24.9024     24.8587    0.125833
           4     24.7416     24.8295    0.097723
           5     24.7506     24.8137   0.0794424
           6     24.7261     24.7991   0.0675309
           7     24.8525     24.8067   0.0583127
           8     24.7063     24.7942   0.0523581
           9     24.6996     24.7836    0.047583
          10     24.7264     24.7779   0.0431678
          11     24.5436     24.7566   0.0441897
          12     24.7508     24.7561   0.0405099
          13     24.5246     24.7383   0.0411225
          14     24.6482     24.7319   0.0386856
          15     24.7018     24.7299   0.0361584
          16     24.7718     24.7325   0.0339932
          17     24.6667     24.7286   0.0322133
          18     24.8755     24.7368   0.0314397
          19      24.633     24.7313   0.0302559
          20     24.8559     24.7376   0.0293772
          21      25.078     24.7538   0.0321419
          22     24.9275     24.7617   0.0316363
          23     24.8143      24.764   0.0303435
          24      24.672     24.7601   0.0293199
          25     24.6574      24.756   0.0284337
          26     24.8605       24.76   0.0276229
          27      24.891     24.7649   0.0270226
          28     24.3743     24.7509   0.0294385
          29      24.825     24.7535   0.0285341
          30     24.5862     24.7479   0.0281228
          31      24.712     24.7468   0.0272395
          32     24.7652     24.7473   0.0263944
          33     24.8823     24.7514   0.0259093
          34     24.7798     24.7523   0.0251607
          35     24.9724     24.7585   0.0252155
          36     24.7474     24.7582    0.024517
          37     25.0171     24.7652   0.0248326
          38     24.9591     24.7703   0.0246975
          39      24.878     24.7731    0.024218
          40     24.7814     24.7733   0.0236135
          41     24.6118     24.7694   0.0233638
          42     24.7818     24.7697   0.0228094
          43     24.6253     24.7663   0.0225246
          44     24.7614     24.7662   0.0220129
          45     24.9832      24.771   0.0220455
          46     25.0741     24.7776   0.0225293
          47     24.5293     24.7723   0.0226608
          48     25.0422     24.7779   0.0228755
          49     24.4449     24.7711   0.0233967
          50     25.0944     24.7776   0.0238054
