#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.721006   -0.721006           0
           2   -0.720443   -0.720725 0.000199121
           3   -0.720793   -0.720747 0.000134024
           4   -0.720699   -0.720735 0.000101056
           5   -0.720772   -0.720743 8.11091e-05
           6    -0.72066   -0.720729 6.87548e-05
           7   -0.720708   -0.720726 5.89949e-05
           8   -0.720418   -0.720687 6.29172e-05
           9   -0.720757   -0.720695 5.63978e-05
          10    -0.72078   -0.720704 5.13937e-05
          11   -0.720821   -0.720714 4.78082e-05
          12   -0.720328   -0.720682 5.35551e-05
          13   -0.720601   -0.720676 4.97937e-05
          14   -0.720591    -0.72067 4.66042e-05
          15   -0.720655   -0.720669 4.35075e-05
          16   -0.720742   -0.720673 4.10272e-05
          17   -0.720754   -0.720678 3.88874e-05
          18   -0.720814   -0.720686 3.74498e-05
          19   -0.720613   -0.720682 3.56737e-05
          20   -0.720655   -0.720681 3.39145e-05
          21   -0.720535   -0.720674 3.30003e-05
          22   -0.720687   -0.720674 3.15058e-05
          23   -0.721157   -0.720695 3.64712e-05
          24   -0.720503   -0.720687 3.58243e-05
          25   -0.721041   -0.720701 3.70747e-05
          26   -0.720853   -0.720707  3.6103e-05
          27   -0.720198   -0.720688 3.93918e-05
          28   -0.720497   -0.720681 3.85722e-05
          29   -0.720795   -0.720685 3.74388e-05
          30   -0.720711   -0.720686 3.62003e-05
          31   -0.720836   -0.720691 3.53527e-05
          32   -0.720658    -0.72069 3.42628e-05
          33   -0.720777   -0.720693 3.33265e-05
          34   -0.721044   -0.720703 3.39127e-05
          35   -0.720701   -0.720703 3.29438e-05
          36   -0.720277   -0.720691 3.40846e-05
          37   -0.720592   -0.720688 3.32686e-05
          38   -0.720819   -0.720692 3.25713e-05
          39   -0.720856   -0.720696 3.20079e-05
          40   -0.720638   -0.720695 3.12401e-05
          41   -0.720633   -0.720693 3.05139e-05
          42   -0.720661   -0.720692 2.97972e-05
          43   -0.720581    -0.72069  2.9217e-05
          44   -0.720226   -0.720679 3.03931e-05
          45   -0.720624   -0.720678 2.97428e-05
          46   -0.720807   -0.720681 2.92286e-05
          47   -0.720758   -0.720682 2.86533e-05
          48   -0.721117   -0.720692 2.94539e-05
          49   -0.720646   -0.720691 2.88673e-05
          50   -0.721065   -0.720698 2.92471e-05
