#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1     0.29339     0.29339           0
           2    0.292863    0.293126 0.000186569
           3    0.293311    0.293188 0.000134113
           4    0.293598     0.29329 0.000134113
           5    0.293392    0.293311 0.000108816
           6     0.29343     0.29333 9.24781e-05
           7    0.294036    0.293431 0.000122429
           8    0.293405    0.293428  0.00010717
           9    0.293697    0.293458 9.93373e-05
          10    0.293567    0.293469 9.00009e-05
          11     0.29336    0.293459 8.23599e-05
          12    0.293293    0.293445 7.66459e-05
          13    0.293388    0.293441 7.08757e-05
          14    0.293161    0.293421 6.85758e-05
          15    0.294308     0.29348 8.58258e-05
          16    0.294033    0.293514 8.71496e-05
          17    0.293715    0.293526 8.28198e-05
          18    0.293749    0.293539 7.91353e-05
          19    0.293983    0.293562 7.83472e-05
          20    0.293793    0.293574 7.52743e-05
          21    0.291967    0.293497 0.000103489
          22    0.294376    0.293537 0.000106222
          23    0.292827    0.293506 0.000105991
          24    0.293303    0.293498 0.000101912
          25    0.293368    0.293492  9.7968e-05
          26    0.293733    0.293502 9.46375e-05
          27    0.293161    0.293489 9.19684e-05
          28    0.293137    0.293477 8.95376e-05
          29     0.29389    0.293491 8.75775e-05
          30    0.294128    0.293512 8.71926e-05
          31    0.293403    0.293509  8.4451e-05
          32      0.2938    0.293518 8.23025e-05
          33    0.293018    0.293503 8.11878e-05
          34    0.293225    0.293494  7.9208e-05
          35    0.292783    0.293474 7.95081e-05
          36    0.293418    0.293472 7.73151e-05
          37    0.293263    0.293467 7.54329e-05
          38    0.293408    0.293465 7.34637e-05
          39     0.29383    0.293475 7.21731e-05
          40    0.293465    0.293474 7.03692e-05
          41    0.293434    0.293473 6.86598e-05
          42    0.293432    0.293472  6.7032e-05
          43    0.293643    0.293476 6.55903e-05
          44    0.293971    0.293488 6.50573e-05
          45    0.293465    0.293487 6.36135e-05
          46    0.293582    0.293489 6.22637e-05
          47     0.29298    0.293478 6.18749e-05
          48     0.29367    0.293482 6.07143e-05
          49    0.293542    0.293484 5.94875e-05
          50    0.293386    0.293482 5.83298e-05
