#     BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1      44.459      44.459           0
           2     44.5534     44.5062   0.0333843
           3     44.3717     44.4614   0.0428521
           4      43.812      44.299    0.144208
           5     44.6717     44.3736    0.133248
           6     44.1768     44.3408    0.115005
           7      44.925     44.4242    0.125253
           8     44.1441     44.3892    0.114385
           9     44.5222      44.404    0.102626
          10     44.0462     44.3682   0.0984054
          11     44.1428     44.3477   0.0915686
          12     44.2967     44.3435   0.0840365
          13      44.035     44.3198   0.0808532
          14       44.09     44.3033   0.0767251
          15     45.0152     44.3508    0.085031
          16     44.0802     44.3339   0.0813813
          17     43.9002     44.3084   0.0804931
          18     44.6626     44.3281   0.0783905
          19     44.5371     44.3391   0.0750326
          20     44.5461     44.3494   0.0719915
          21     44.0279     44.3341   0.0701725
          22     44.4158     44.3378   0.0670812
          23     44.1352      44.329   0.0647407
          24      44.656     44.3426   0.0634609
          25     44.3858     44.3444   0.0609459
          26     44.0486      44.333   0.0596539
          27     44.6153     44.3434   0.0583536
          28     44.4815     44.3484   0.0564775
          29     44.0688     44.3387   0.0553465
          30     44.0468      44.329   0.0543501
          31      43.741       44.31   0.0558082
          32     44.1998     44.3066   0.0541704
          33     43.8438     44.2926   0.0543139
          34     44.4301     44.2966   0.0528669
          35     44.1492     44.2924   0.0515239
          36      44.357     44.2942   0.0501239
          37     44.1844     44.2912    0.048857
          38     44.0749     44.2855   0.0479017
          39     44.1045     44.2809   0.0468978
          40     43.7959     44.2688   0.0472667
          41      44.012     44.2625    0.046527
          42     44.0456     44.2573    0.045705
          43     43.2985      44.235   0.0497854
          44     43.7208     44.2234   0.0500068
          45     43.6982     44.2117   0.0502385
          46     44.4607     44.2171   0.0494373
          47     44.2531     44.2179   0.0483913
          48     44.2076     44.2177   0.0473836
          49     44.0762     44.2148   0.0465045
          50     43.5853     44.2022   0.0472477
