#     BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1     79.4514     79.4514           0
           2     78.6736     79.0625    0.274995
           3     79.6462     79.2571    0.242587
           4     78.8979     79.1673    0.197863
           5     79.2067     79.1752    0.158448
           6     78.6051     79.0802    0.157976
           7     79.1344     79.0879    0.135598
           8     78.8382     79.0567    0.122189
           9     78.4577     78.9901    0.125438
          10     79.7117     79.0623    0.132025
          11     79.3523     79.0887    0.122628
          12     79.5786     79.1295     0.11901
          13     78.7243     79.0983    0.113864
          14     79.2117     79.1064    0.106018
          15     78.4758     79.0644    0.106962
          16     79.2729     79.0774    0.101068
          17       79.42     79.0976   0.0971107
          18     79.5054     79.1202   0.0943222
          19     78.6459     79.0953   0.0926026
          20     78.6825     79.0746   0.0902432
          21        79.2     79.0806   0.0861431
          22      78.208     79.0409   0.0909019
          23     79.2402     79.0496   0.0873617
          24     79.0637     79.0502   0.0837236
          25     78.7988     79.0401   0.0809763
          26     78.7677     79.0296   0.0785367
          27     79.3154     79.0402   0.0763376
          28     78.8868     79.0347   0.0738075
          29     79.3063     79.0441   0.0718541
          30     79.8282     79.0702   0.0740597
          31     79.1313     79.0722   0.0716968
          32     79.6503     79.0903   0.0716961
          33     78.6047     79.0756   0.0710177
          34     78.9132     79.0708   0.0690893
          35     78.9776     79.0681   0.0671666
          36     78.9585     79.0651   0.0653699
          37     78.7176     79.0557   0.0642743
          38     78.8832     79.0511   0.0627429
          39     78.5251     79.0377   0.0625671
          40     79.5052     79.0493   0.0620851
          41     78.9324     79.0465   0.0606363
          42     79.4927     79.0571   0.0601161
          43     78.7678     79.0504   0.0590932
          44     78.2946     79.0332   0.0601947
          45     78.4963     79.0213   0.0600279
          46     79.2157     79.0255   0.0588715
          47     78.9272     79.0234   0.0576561
          48      78.757     79.0179   0.0567215
          49     79.3838     79.0253   0.0560533
          50     79.5844     79.0365   0.0560362
