#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1   0.0717992   0.0717992           0
           2   0.0717537   0.0717764 1.60938e-05
           3   0.0728415   0.0721315 0.000290066
           4   0.0706206   0.0717537 0.000392853
           5   0.0735053    0.072104 0.000443793
           6   0.0712704   0.0719651 0.000390972
           7   0.0715697   0.0719086 0.000339174
           8   0.0717662   0.0718908 0.000297244
           9   0.0708579   0.0717761 0.000285516
          10   0.0711406   0.0717125  0.00026394
          11   0.0702857   0.0715828 0.000269943
          12   0.0721397   0.0716292 0.000251405
          13   0.0725346   0.0716989 0.000241521
          14   0.0714015   0.0716776 0.000225202
          15   0.0711961   0.0716455 0.000212464
          16   0.0722691   0.0716845 0.000202728
          17   0.0728147    0.071751 0.000201409
          18   0.0694139   0.0716211 0.000228264
          19   0.0718101   0.0716311 0.000216467
          20   0.0728306   0.0716911 0.000213791
          21   0.0719567   0.0717037 0.000203984
          22   0.0696104   0.0716086 0.000215765
          23   0.0702498   0.0715495 0.000214319
          24   0.0740021   0.0716517 0.000228458
          25   0.0718448   0.0716594 0.000219451
          26   0.0714059   0.0716496 0.000211227
          27   0.0723428   0.0716753 0.000204958
          28    0.072042   0.0716884 0.000198056
          29   0.0715478   0.0716836 0.000191286
          30   0.0707301   0.0716518 0.000187531
          31   0.0722068   0.0716697 0.000182335
          32   0.0701453    0.071622 0.000182754
          33   0.0735038   0.0716791 0.000185899
          34   0.0732712   0.0717259 0.000186236
          35   0.0725502   0.0717495 0.000182398
          36   0.0717479   0.0717494 0.000177332
          37   0.0710959   0.0717317 0.000173416
          38   0.0717004   0.0717309 0.000168855
          39    0.071561   0.0717266 0.000164581
          40   0.0713666   0.0717176 0.000160713
          41   0.0691129    0.071654 0.000168883
          42   0.0710932   0.0716407 0.000165389
          43   0.0701137   0.0716052 0.000165311
          44   0.0722423   0.0716197 0.000162187
          45   0.0717199   0.0716219 0.000158598
          46   0.0722689   0.0716359 0.000155773
          47   0.0724445   0.0716531 0.000153405
          48    0.071395   0.0716478 0.000150303
          49   0.0702985   0.0716202 0.000149737
          50   0.0711671   0.0716112 0.000147016
