#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1    0.900457    0.900457           0
           2    0.900532    0.900495 2.67357e-05
           3    0.899795    0.900261  0.00019115
           4    0.900268    0.900263  0.00014337
           5    0.900778    0.900366 0.000147047
           6    0.900835    0.900444 0.000141827
           7    0.900752    0.900488 0.000128207
           8    0.900234    0.900456  0.00011606
           9    0.900263    0.900435 0.000105141
          10    0.900102    0.900402 9.97623e-05
          11    0.899646    0.900333 0.000111856
          12    0.900057     0.90031  0.00010487
          13    0.899843    0.900274 0.000102772
          14    0.900915     0.90032 0.000105145
          15    0.900235    0.900314 9.82879e-05
          16    0.900287    0.900313 9.21592e-05
          17    0.900432     0.90032 8.70073e-05
          18    0.899813    0.900291 8.66083e-05
          19    0.900369    0.900296 8.21461e-05
          20    0.900216    0.900292  7.8134e-05
          21    0.900344    0.900294 7.44532e-05
          22    0.900319    0.900295 7.10775e-05
          23    0.900279    0.900294 6.79907e-05
          24    0.900636    0.900309 6.66276e-05
          25    0.900384    0.900312 6.40304e-05
          26    0.900345    0.900313 6.15804e-05
          27    0.900295    0.900312 5.93032e-05
          28    0.899901    0.900298 5.89767e-05
          29     0.90027    0.900297 5.69509e-05
          30    0.899581    0.900273 5.98355e-05
          31    0.899964    0.900263 5.87271e-05
          32    0.900332    0.900265  5.6931e-05
          33    0.900701    0.900278   5.672e-05
          34    0.900145    0.900274 5.51867e-05
          35    0.900438    0.900279 5.38074e-05
          36    0.899716    0.900263 5.45387e-05
          37    0.899475    0.900242 5.70786e-05
          38    0.900312    0.900244  5.5606e-05
          39    0.900633    0.900254 5.50672e-05
          40    0.900666    0.900264 5.46477e-05
          41     0.90029    0.900265 5.33184e-05
          42    0.900299    0.900266 5.20552e-05
          43    0.899686    0.900252   5.256e-05
          44    0.900371    0.900255 5.14348e-05
          45    0.900239    0.900254 5.02929e-05
          46    0.900439    0.900258 4.93585e-05
          47    0.899984    0.900253 4.86516e-05
          48    0.900131     0.90025 4.77038e-05
          49    0.899942    0.900244 4.71438e-05
          50    0.900724    0.900253 4.71679e-05
