#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1   0.0593711   0.0593711           0
           2   0.0608275   0.0600993 0.000514901
           3   0.0593848   0.0598611 0.000394525
           4     0.05869   0.0595684 0.000389669
           5    0.061493   0.0599533 0.000464447
           6   0.0596589   0.0599042 0.000389622
           7   0.0599751   0.0599143 0.000334093
           8    0.059364   0.0598456  0.00029933
           9   0.0592801   0.0597827 0.000272585
          10   0.0598682   0.0597913 0.000245461
          11    0.058306   0.0596562  0.00025762
          12   0.0602115   0.0597025 0.000240272
          13   0.0600014   0.0597255 0.000222886
          14   0.0596471   0.0597199 0.000207036
          15   0.0598921   0.0597314 0.000193552
          16   0.0608555   0.0598016 0.000193786
          17   0.0607844   0.0598595 0.000190815
          18   0.0581099   0.0597623  0.00020347
          19   0.0594995   0.0597484  0.00019323
          20    0.059653   0.0597437 0.000183628
          21   0.0598025   0.0597465 0.000174905
          22   0.0588344    0.059705 0.000171797
          23   0.0584551   0.0596507 0.000172709
          24   0.0615825   0.0597312 0.000183313
          25   0.0597233   0.0597308 0.000175981
          26   0.0595979   0.0597257 0.000169287
          27   0.0598293   0.0597296  0.00016306
          28   0.0595528   0.0597232 0.000157359
          29   0.0601189   0.0597369 0.000152523
          30    0.059417   0.0597262 0.000147811
          31   0.0596417   0.0597235 0.000143068
          32   0.0579976   0.0596696 0.000148416
          33   0.0608148   0.0597043  0.00014792
          34   0.0610925   0.0597451 0.000149098
          35   0.0606602   0.0597712 0.000147112
          36   0.0603354   0.0597869 0.000143858
          37   0.0587941   0.0597601 0.000142451
          38   0.0593985   0.0597506  0.00013902
          39   0.0590237   0.0597319 0.000136698
          40   0.0591123   0.0597164 0.000134156
          41   0.0577989   0.0596697 0.000138797
          42   0.0590853   0.0596558 0.000136188
          43   0.0585111   0.0596291 0.000135597
          44   0.0597393   0.0596316 0.000132539
          45   0.0592085   0.0596222 0.000129926
          46    0.060891   0.0596498 0.000129997
          47   0.0603897   0.0596656 0.000128181
          48   0.0601412   0.0596755 0.000125893
          49   0.0584823   0.0596511 0.000125656
          50   0.0596986   0.0596521 0.000123147
