#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1    0.994509    0.994509           0
           2    0.994514    0.994512  1.7112e-06
           3    0.994541    0.994521 8.17959e-06
           4    0.994498    0.994516 8.01442e-06
           5    0.994574    0.994527   1.233e-05
           6    0.994494    0.994522 1.14294e-05
           7    0.994529    0.994523 9.84596e-06
           8    0.994515    0.994522 8.66585e-06
           9    0.994488    0.994518 8.46819e-06
          10    0.994592    0.994526 1.03729e-05
          11    0.994482    0.994522 1.01644e-05
          12    0.994364    0.994508 1.56646e-05
          13    0.994402      0.9945 1.64721e-05
          14    0.994577    0.994506  1.6194e-05
          15     0.99445    0.994502 1.55284e-05
          16    0.994543    0.994505 1.47654e-05
          17    0.994561    0.994508 1.42639e-05
          18    0.994434    0.994504 1.40511e-05
          19     0.99455    0.994506 1.35245e-05
          20    0.994542    0.994508 1.29655e-05
          21    0.994536    0.994509 1.24177e-05
          22    0.994516     0.99451 1.18573e-05
          23    0.994492    0.994509 1.13663e-05
          24    0.994551    0.994511 1.10248e-05
          25    0.994487     0.99451 1.06251e-05
          26    0.994522     0.99451 1.02273e-05
          27    0.994479    0.994509  9.9144e-06
          28     0.99454     0.99451 9.62279e-06
          29    0.994522    0.994511 9.30019e-06
          30    0.994625    0.994514 9.74037e-06
          31    0.994565    0.994516 9.56412e-06
          32    0.994576    0.994518 9.44905e-06
          33    0.994504    0.994517 9.17181e-06
          34    0.994536    0.994518 8.91819e-06
          35    0.994449    0.994516 8.87821e-06
          36    0.994539    0.994517 8.65414e-06
          37    0.994429    0.994514 8.74223e-06
          38    0.994559    0.994515 8.58992e-06
          39     0.99463    0.994518 8.85882e-06
          40    0.994588     0.99452 8.80867e-06
          41    0.994561    0.994521 8.65053e-06
          42    0.994508    0.994521 8.45037e-06
          43    0.994518    0.994521  8.2541e-06
          44    0.994589    0.994522  8.2117e-06
          45    0.994597    0.994524 8.19709e-06
          46    0.994495    0.994523 8.04274e-06
          47    0.994609    0.994525 8.07598e-06
          48    0.994587    0.994527 8.00945e-06
          49    0.994427    0.994524 8.10083e-06
          50    0.994488    0.994524  7.9723e-06
