#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.196332    0.196332           0
           2    0.196186    0.196259 5.19091e-05
           3    0.196494    0.196337 7.28139e-05
           4    0.196744    0.196439 0.000103603
           5    0.196355    0.196422 8.42363e-05
           6     0.19664    0.196459 7.76509e-05
           7    0.196707    0.196494 7.42402e-05
           8    0.196712    0.196521 6.97904e-05
           9    0.196738    0.196545 6.60409e-05
          10    0.196562    0.196547 5.94569e-05
          11    0.196684     0.19656  5.5341e-05
          12    0.196296    0.196538 5.49192e-05
          13    0.196602    0.196543 5.09151e-05
          14    0.196523    0.196541 4.72967e-05
          15    0.196859    0.196562 4.86675e-05
          16     0.19701     0.19659 5.30514e-05
          17    0.196411     0.19658 5.09726e-05
          18    0.196649    0.196584 4.82864e-05
          19    0.196566    0.196583 4.57539e-05
          20    0.196828    0.196595 4.50825e-05
          21    0.196115    0.196572 4.83852e-05
          22    0.196531     0.19657 4.62218e-05
          23    0.196627    0.196573 4.42772e-05
          24    0.196768    0.196581 4.31737e-05
          25     0.19671    0.196586 4.17549e-05
          26      0.1969    0.196598 4.18546e-05
          27    0.196646      0.1966 4.03418e-05
          28    0.196366    0.196591 3.97544e-05
          29     0.19682    0.196599 3.91571e-05
          30    0.196411    0.196593 3.83538e-05
          31    0.196684    0.196596 3.72296e-05
          32    0.196602    0.196596 3.60667e-05
          33    0.196284    0.196587 3.61933e-05
          34    0.196655    0.196589 3.51841e-05
          35    0.196809    0.196595 3.47356e-05
          36    0.196946    0.196605 3.51158e-05
          37    0.196342    0.196598 3.48782e-05
          38    0.197017    0.196609 3.56645e-05
          39    0.196624    0.196609 3.47523e-05
          40    0.196591    0.196609 3.38863e-05
          41    0.196846    0.196614 3.35517e-05
          42    0.196481    0.196611 3.29029e-05
          43    0.196749    0.196614 3.22942e-05
          44    0.196301    0.196607 3.23383e-05
          45    0.196846    0.196613 3.20499e-05
          46    0.196195    0.196604 3.26157e-05
          47    0.196197    0.196595 3.30472e-05
          48    0.196474    0.196592 3.24553e-05
          49    0.196499     0.19659 3.18491e-05
          50      0.1965    0.196589 3.12629e-05
