#     BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1     1.51229     1.51229           0
           2     1.50816     1.51023  0.00146045
           3     1.50527     1.50857  0.00166333
           4      1.5054     1.50778  0.00142396
           5     1.50758     1.50774  0.00113975
           6      1.5069      1.5076 0.000958389
           7     1.50885     1.50778 0.000837826
           8     1.50536     1.50748 0.000785869
           9     1.51698     1.50853  0.00121592
          10     1.50907     1.50859  0.00109551
          11     1.51125     1.50883  0.00102237
          12     1.50896     1.50884 0.000937236
          13     1.50311      1.5084 0.000963029
          14     1.50958     1.50848 0.000897946
          15     1.50831     1.50847  0.00083816
          16     1.51139     1.50865 0.000805354
          17     1.51017     1.50874 0.000762929
          18     1.51145     1.50889 0.000735182
          19      1.5094     1.50892 0.000696966
          20     1.51043       1.509 0.000666179
          21     1.50564     1.50884 0.000653353
          22     1.51225     1.50899 0.000641803
          23     1.50491     1.50881 0.000637897
          24     1.50319     1.50858 0.000652952
          25     1.50827     1.50857  0.00062695
          26     1.51141     1.50868 0.000612298
          27     1.50993     1.50872 0.000591376
          28     1.50676     1.50865 0.000574389
          29     1.50401     1.50849  0.00057644
          30     1.51628     1.50875 0.000612935
          31     1.51353     1.50891 0.000612273
          32     1.50691     1.50884 0.000596297
          33      1.5029     1.50866 0.000604813
          34     1.50948     1.50869 0.000587496
          35     1.50801     1.50867  0.00057103
          36     1.50822     1.50866 0.000555304
          37     1.51152     1.50873 0.000545665
          38     1.50803     1.50871 0.000531621
          39     1.51196      1.5088 0.000524477
          40     1.50589     1.50873 0.000516395
          41       1.506     1.50866 0.000508048
          42     1.50595     1.50859 0.000500021
          43     1.50946     1.50861 0.000488797
          44     1.51068     1.50866 0.000479945
          45     1.50948     1.50868  0.00046962
          46     1.50711     1.50865 0.000460653
          47     1.51025     1.50868  0.00045211
          48     1.50423     1.50859 0.000452086
          49      1.5094      1.5086 0.000443167
          50     1.50784     1.50859 0.000434568
