#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1 -0.00223046 -0.00223046           0
           2  0.00134886  -0.0004408  0.00126548
           3   0.0046012  0.00123987  0.00161085
           4  0.00500522   0.0021812  0.00145746
           5 -0.00553158 0.000638648   0.0018064
           6 -0.00137164   0.0003036  0.00153609
           7 -0.00017286 0.000235534  0.00131815
           8 -0.00607218 -0.00055293  0.00136904
           9 -0.00030778-0.000525691  0.00121719
          10  0.00553608  8.0486e-05  0.00123724
          11  0.00261728 0.000311104  0.00114606
          12  0.00307452 0.000541388  0.00107344
          13  -0.0031355 0.000258551  0.00102745
          14   0.0024549 0.000415433 0.000965967
          15 -0.00016332 0.000376849  0.00090234
          16 -0.00025462 0.000337382 0.000846806
          17 -0.00338362   0.0001185 0.000824797
          18   0.0051071 0.000395644 0.000824223
          19  0.00307056 0.000536429 0.000792776
          20 -0.00369262 0.000324977 0.000780828
          21 -0.00590608   2.826e-05 0.000798033
          22 -0.00069476-4.60455e-06 0.000762435
          23 -0.00024212-1.49313e-05 0.000729356
          24  -0.0024143-0.000114905 0.000705785
          25  -1.684e-05-0.000110982 0.000677564
          26   3.116e-05-0.000105515 0.000651526
          27  0.00284298 3.68815e-06 0.000636482
          28   0.0021988  8.2085e-05 0.000618559
          29  0.00089578 0.000110143 0.000597866
          30 -0.00036278 9.43793e-05 0.000578145
          31  0.00313378 0.000192425 0.000567748
          32   0.0010386 0.000218867 0.000550621
          33 -0.00862736   -4.92e-05 0.000595625
          34 -0.00110338-8.02053e-05 0.000578913
          35  0.00339108 1.89743e-05 0.000570806
          36  0.00229076 8.20794e-05 0.000558427
          37  0.00215042 0.000137981 0.000546125
          38   0.0015494 0.000175123 0.000533015
          39   0.0004066 0.000181058 0.000519381
          40 -0.00025482 0.000170161 0.000506511
          41 -0.00255804  0.00010362 0.000498509
          42   0.0031641 0.000176489 0.000491936
          43  0.00034392 0.000180382 0.000480511
          44  0.00105616 0.000200286 0.000470003
          45 -0.00095906 0.000174523 0.000460264
          46 -0.00304638 0.000104503 0.000455553
          47 -0.00289534  4.0677e-05 0.000450309
          48  0.00302534 0.000102857   0.0004452
          49  -0.0009777 8.08053e-05  0.00043666
          50 -0.00189276  4.1334e-05 0.000429708
