#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1  0.00076678  0.00076678           0
           2  0.00125058  0.00100868 0.000171049
           3 -0.00023722  0.00059338 0.000357752
           4 -0.00026778  0.00037809 0.000326733
           5  -0.0001988 0.000262712 0.000281021
           6  0.00032244 0.000272667  0.00023436
           7  0.00031968 0.000279383 0.000200976
           8 -0.00049914 0.000182068 0.000198018
           9 -0.00036248 0.000121562 0.000185029
          10   0.0012998 0.000239386 0.000200562
          11  -0.0007471 0.000149705 0.000201384
          12   3.268e-05 0.000139953 0.000184838
          13  -0.0003144 0.000105003 0.000173892
          14  0.00053552 0.000135754 0.000164168
          15    4.22e-06 0.000126985 0.000153458
          16   3.234e-05  0.00012107  0.00014398
          17  0.00013978 0.000122171 0.000135515
          18  0.00038372 0.000136701 0.000128763
          19  0.00058788 0.000160447 0.000124156
          20 -0.00134404  8.5223e-05  0.00013888
          21   0.0007804 0.000118327 0.000136155
          22  0.00092534 0.000155009 0.000134817
          23  0.00019226 0.000156629 0.000128965
          24  -1.152e-05 0.000149623 0.000123782
          25 -0.00015264 0.000137532 0.000119419
          26  0.00067022  0.00015802 0.000116571
          27 -0.00110966 0.000111069 0.000121341
          28  0.00069676 0.000131986 0.000118796
          29  0.00062912 0.000149129  0.00011593
          30 -0.00130134  0.00010078 0.000121731
          31 -0.00025108 8.94297e-05 0.000118332
          32  0.00186628 0.000144956 0.000126996
          33  0.00037566 0.000151947 0.000123339
          34  0.00017716 0.000152689 0.000119714
          35 -0.00033562 0.000138737 0.000117104
          36    6.36e-06  0.00013506 0.000113909
          37  0.00117484 0.000163162 0.000114244
          38 -0.00051288 0.000145372 0.000112614
          39 -0.00051904 0.000128335 0.000111008
          40 -0.00036222 0.000116071 0.000108908
          41  0.00032012 0.000121048 0.000106365
          42 -0.00052206 0.000105736 0.000104929
          43  0.00055496 0.000116183 0.000103008
          44   0.0004186 0.000123056 0.000100896
          45     6.9e-06 0.000120475 9.86866e-05
          46  0.00162524 0.000153187 0.000101819
          47 -0.00043384 0.000140697 0.000100415
          48  -0.0004884 0.000127591 9.91751e-05
          49  0.00054736 0.000136158 9.75204e-05
          50  0.00034022 0.000140239 9.56553e-05
