#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1   0.0273276   0.0273276           0
           2   0.0270129   0.0271702 0.000111256
           3   0.0274175   0.0272526  0.00010015
           4   0.0270568   0.0272037 8.62536e-05
           5   0.0261816   0.0269993 0.000195426
           6   0.0275528   0.0270915 0.000183341
           7   0.0270695   0.0270884 0.000157177
           8   0.0275045   0.0271404 0.000145882
           9   0.0273113   0.0271594 0.000130903
          10   0.0274579   0.0271892  0.00012117
          11   0.0265886   0.0271346 0.000121839
          12   0.0276773   0.0271798 0.000119784
          13   0.0264237   0.0271217  0.00012389
          14   0.0270886   0.0271193 0.000115064
          15   0.0276035   0.0271516 0.000111828
          16   0.0273058   0.0271612 0.000105253
          17   0.0268372   0.0271422 0.000100773
          18    0.027568   0.0271658 9.79124e-05
          19   0.0273146   0.0271737 9.30716e-05
          20   0.0272243   0.0271762 8.84525e-05
          21   0.0273043   0.0271823 8.44506e-05
          22   0.0278466   0.0272125 8.58401e-05
          23    0.026397    0.027177 8.91301e-05
          24   0.0271422   0.0271756 8.54281e-05
          25   0.0275853    0.027192 8.35685e-05
          26   0.0271813   0.0271916 8.03554e-05
          27   0.0273928    0.027199 7.77242e-05
          28   0.0277677   0.0272193 7.75562e-05
          29   0.0267791   0.0272041 7.63529e-05
          30   0.0265888   0.0271836 7.65137e-05
          31   0.0270443   0.0271791 7.41774e-05
          32   0.0270406   0.0271748 7.19856e-05
          33   0.0271903   0.0271753 6.98057e-05
          34   0.0264909   0.0271551 7.05954e-05
          35   0.0272199    0.027157 6.86027e-05
          36   0.0268112   0.0271474 6.73661e-05
          37   0.0271099   0.0271464  6.5553e-05
          38   0.0279219   0.0271668 6.69297e-05
          39   0.0275586   0.0271768 6.59632e-05
          40   0.0268433   0.0271685 6.48389e-05
          41   0.0279119   0.0271866  6.5744e-05
          42   0.0267684   0.0271767 6.49286e-05
          43   0.0272995   0.0271795 6.34815e-05
          44    0.027457   0.0271858 6.23512e-05
          45   0.0267195   0.0271755 6.18207e-05
          46   0.0271188   0.0271742  6.0489e-05
          47   0.0266975   0.0271641 6.00463e-05
          48   0.0270621    0.027162  5.8833e-05
          49   0.0274709   0.0271683 5.79691e-05
          50    0.027484   0.0271746 5.71526e-05
