#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1 -0.00126486 -0.00126486           0
           2 -0.00054696 -0.00090591 0.000253816
           3  0.00141132  -0.0001335 0.000652976
           4  0.00020754  -4.824e-05 0.000495267
           5  -0.0026673-0.000572052 0.000613586
           6   9.708e-05 -0.00046053 0.000521358
           7 -0.00069426 -0.00049392 0.000447946
           8  -0.0023921-0.000731192 0.000450431
           9 -0.00032206-0.000685733 0.000402671
          10  0.00037658-0.000579502 0.000376155
          11  -0.0006436-0.000585329 0.000342005
          12 -0.00013082-0.000547453 0.000315595
          13 -0.00113744-0.000592837 0.000294563
          14 -0.00096158-0.000619176 0.000274698
          15 -0.00117254-0.000656067  0.00025885
          16 -0.00028008-0.000632567 0.000243736
          17 -0.00218808-0.000724068 0.000245975
          18  0.00167504-0.000590784  0.00026598
          19   7.914e-05-0.000555525 0.000254308
          20  0.00071724-0.000491887 0.000249428
          21 -0.00202128-0.000564715 0.000247954
          22 -0.00307626-0.000678876 0.000261648
          23   4.174e-05-0.000647545 0.000252141
          24  -6.758e-05 -0.00062338  0.00024279
          25  0.00075446-0.000568266 0.000239252
          26  0.00126374-0.000497805 0.000240202
          27  0.00016554-0.000473236 0.000232559
          28  0.00028236-0.000446251 0.000225813
          29  0.00012296-0.000426623 0.000218878
          30 -0.00171762-0.000469656 0.000215771
          31  0.00020722-0.000447821 0.000209912
          32  0.00050692-0.000417986 0.000205462
          33 -0.00208964-0.000468642 0.000205386
          34 -0.00113298-0.000488181 0.000200272
          35  -7.294e-05-0.000476317 0.000194901
          36  -0.0005634-0.000478736 0.000189502
          37  0.00035016-0.000456334   0.0001857
          38     0.00158-0.000402746 0.000188387
          39  -0.0006962 -0.00041027 0.000183706
          40  -0.0020659-0.000451661 0.000183717
          41 -0.00079518 -0.00046004 0.000179427
          42  0.00106816-0.000423654 0.000178807
          43   3.728e-05-0.000412934 0.000174969
          44 -0.00041538 -0.00041299 0.000170993
          45   0.0010687-0.000380064 0.000170334
          46 -0.00175104-0.000409867 0.000169218
          47 -0.00036036-0.000408814 0.000165621
          48 -0.00028046 -0.00040614 0.000162192
          49  0.00073002-0.000382953 0.000160531
          50 -0.00064542-0.000388202 0.000157406
