#     BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1      2.1784      2.1784           0
           2     2.18122     2.17981  0.00099482
           3     2.17956     2.17972  0.00066676
           4     2.18164      2.1802  0.00064922
           5     2.18556     2.18127  0.00109079
           6     2.18199     2.18139  0.00091556
           7     2.18007     2.18121 0.000804009
           8     2.18279      2.1814  0.00072755
           9     2.17747     2.18097 0.000767021
          10     2.18287     2.18116 0.000713557
          11     2.17705     2.18078 0.000739992
          12     2.18525     2.18116 0.000766104
          13     2.17991     2.18106 0.000713129
          14     2.18126     2.18107 0.000662335
          15      2.1818     2.18112 0.000619925
          16     2.17703     2.18087  0.00063179
          17     2.18823      2.1813 0.000728283
          18     2.17848     2.18114 0.000704448
          19     2.18244     2.18121 0.000670662
          20     2.18138     2.18122  0.00063718
          21     2.17986     2.18115 0.000610136
          22     2.17715     2.18097 0.000608992
          23     2.18362     2.18109 0.000593256
          24       2.181     2.18108  0.00056855
          25     2.18269     2.18115 0.000549404
          26     2.18514      2.1813 0.000549274
          27     2.18444     2.18142  0.00054111
          28     2.17996     2.18137 0.000524292
          29     2.18577     2.18152 0.000527786
          30     2.18269     2.18156 0.000511646
          31     2.17812     2.18145 0.000506984
          32     2.18336     2.18151 0.000494667
          33     2.17943     2.18144 0.000483664
          34     2.18688      2.1816 0.000495172
          35     2.17708     2.18147 0.000497573
          36      2.1848     2.18157 0.000492259
          37     2.18382     2.18163  0.00048272
          38     2.18235     2.18165 0.000470386
          39     2.18375      2.1817 0.000461398
          40     2.18549     2.18179 0.000459476
          41     2.17965     2.18174 0.000451236
          42     2.18809     2.18189 0.000465083
          43       2.183     2.18192 0.000454981
          44     2.18109      2.1819 0.000445031
          45     2.17489     2.18174 0.000461576
          46     2.18063     2.18172 0.000452183
          47     2.18242     2.18174 0.000442809
          48     2.18575     2.18182 0.000441423
          49     2.17791     2.18174  0.00043956
          50     2.17907     2.18169 0.000433998
