#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1   0.0306525   0.0306525           0
           2   0.0304928   0.0305726 5.64413e-05
           3   0.0301301   0.0304251 0.000126174
           4   0.0299441   0.0303049 0.000140725
           5   0.0310574   0.0304554 0.000175493
           6   0.0301931   0.0304117 0.000151593
           7   0.0305923   0.0304375 0.000132115
           8   0.0294763   0.0303173 0.000161226
           9   0.0300422   0.0302868 0.000146181
          10   0.0298936   0.0302474 0.000136747
          11   0.0294907   0.0301787 0.000140559
          12   0.0302206   0.0301822 0.000128889
          13   0.0306666   0.0302194 0.000124246
          14   0.0306222   0.0302482 0.000118656
          15   0.0304644   0.0302626 0.000111617
          16      0.0304   0.0302712 0.000104971
          17   0.0305637   0.0302884 0.000100196
          18   0.0298412   0.0302635  9.7661e-05
          19   0.0302786   0.0302643 9.25242e-05
          20   0.0304506   0.0302737 8.83656e-05
          21   0.0301602   0.0302683 8.43226e-05
          22   0.0296686    0.030241  8.4781e-05
          23   0.0292908   0.0301997 9.06024e-05
          24   0.0311819   0.0302406 9.56241e-05
          25   0.0304307   0.0302482  9.2101e-05
          26   0.0310185   0.0302778 9.32019e-05
          27   0.0301157   0.0302718 8.99433e-05
          28   0.0297453    0.030253 8.86752e-05
          29   0.0306166   0.0302656 8.64991e-05
          30   0.0295699   0.0302424 8.66685e-05
          31   0.0304472    0.030249 8.41242e-05
          32   0.0294902   0.0302253  8.4771e-05
          33   0.0306164   0.0302371 8.30268e-05
          34    0.030197   0.0302359 8.05932e-05
          35   0.0309288   0.0302557 8.06853e-05
          36   0.0307764   0.0302702   7.973e-05
          37   0.0303642   0.0302727 7.76156e-05
          38   0.0301034   0.0302683 7.57009e-05
          39   0.0305254   0.0302749 7.40463e-05
          40   0.0302389    0.030274 7.22006e-05
          41   0.0294118    0.030253 7.34382e-05
          42   0.0297683   0.0302414 7.25908e-05
          43   0.0297445   0.0302299 7.18164e-05
          44   0.0295319    0.030214 7.19147e-05
          45   0.0296758    0.030202 7.13041e-05
          46     0.03101   0.0302196 7.18847e-05
          47   0.0302487   0.0302202 7.03579e-05
          48   0.0308985   0.0302344  7.0297e-05
          49   0.0299136   0.0302278 6.91666e-05
          50   0.0300417   0.0302241 6.78833e-05
