#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.370387    0.370387           0
           2    0.371522    0.370955 0.000401268
           3    0.371893    0.371267 0.000369813
           4     0.37128     0.37127 0.000277372
           5    0.370281    0.371073 0.000283845
           6    0.370685    0.371008 0.000243788
           7    0.370407    0.370922 0.000223562
           8    0.370978    0.370929 0.000195726
           9    0.371326    0.370973 0.000178886
          10    0.370315    0.370907  0.00017269
          11    0.370163     0.37084  0.00016974
          12    0.371814    0.370921 0.000173942
          13    0.371612    0.370974 0.000168484
          14     0.37146    0.371009 0.000159984
          15    0.371404    0.371035 0.000151476
          16    0.371969    0.371093 0.000152849
          17     0.36946    0.370997 0.000171428
          18    0.370242    0.370955 0.000166958
          19    0.371153    0.370966 0.000158494
          20    0.372403    0.371038 0.000166069
          21    0.370635    0.371018 0.000159265
          22     0.37102    0.371019 0.000152026
          23    0.371078    0.371021 0.000145437
          24    0.371505    0.371041  0.00014077
          25    0.370417    0.371016 0.000137333
          26    0.370836    0.371009 0.000132227
          27    0.370956    0.371007 0.000127344
          28    0.370169    0.370977 0.000126266
          29    0.371647    0.371001 0.000124005
          30    0.370306    0.370977 0.000122014
          31    0.371263    0.370987 0.000118426
          32    0.369419    0.370938 0.000124442
          33    0.370861    0.370935 0.000120693
          34    0.371046    0.370939 0.000117187
          35    0.371276    0.370948 0.000114236
          36    0.370751    0.370943 0.000111194
          37    0.371661    0.370962 0.000109872
          38    0.371851    0.370986 0.000109444
          39    0.370339    0.370969 0.000107888
          40    0.370701    0.370962 0.000105398
          41    0.370687    0.370956 0.000103041
          42    0.370902    0.370954 0.000100596
          43    0.371318    0.370963 9.86109e-05
          44    0.370852     0.37096 9.64018e-05
          45    0.371269    0.370967 9.45035e-05
          46    0.371528    0.370979 9.32322e-05
          47    0.370388    0.370967 9.20948e-05
          48    0.370495    0.370957 9.06998e-05
          49    0.371124     0.37096 8.89132e-05
          50    0.371008    0.370961 8.71401e-05
