#     BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1     2.18023     2.18023           0
           2     2.18484     2.18253  0.00163127
           3     2.17768     2.18091  0.00171183
           4     2.17625     2.17975  0.00163318
           5     2.18486     2.18077  0.00159523
           6     2.17738     2.18021  0.00142596
           7     2.17888     2.18002  0.00123476
           8     2.16918     2.17866  0.00166512
           9     2.19655     2.18065  0.00238825
          10     2.18504     2.18109  0.00218943
          11     2.18957     2.18186  0.00212181
          12     2.17972     2.18168  0.00195248
          13     2.18219     2.18172  0.00180268
          14     2.18223     2.18176  0.00167429
          15     2.18076     2.18169  0.00156398
          16      2.1865     2.18199  0.00149484
          17     2.18689     2.18228  0.00143443
          18     2.18647     2.18251  0.00137347
          19     2.18416      2.1826  0.00130392
          20     2.17889     2.18241  0.00125182
          21     2.18101     2.18235    0.001194
          22     2.18296     2.18238  0.00114005
          23     2.18191     2.18235  0.00109067
          24     2.17479     2.18204  0.00108983
          25     2.18352      2.1821  0.00104784
          26     2.19377     2.18255  0.00109952
          27     2.18287     2.18256  0.00105886
          28     2.17505     2.18229  0.00105447
          29      2.1754     2.18205   0.0010445
          30     2.19768     2.18257   0.0011322
          31     2.19468     2.18296  0.00116102
          32      2.1775     2.18279  0.00113722
          33     2.17504     2.18256  0.00112675
          34     2.18565     2.18265  0.00109727
          35      2.1749     2.18243  0.00108806
          36      2.1781     2.18231  0.00106447
          37     2.18045     2.18226  0.00103688
          38     2.18274     2.18227  0.00100967
          39     2.18973     2.18246  0.00100174
          40     2.18754     2.18259 0.000984701
          41     2.17728     2.18246 0.000969152
          42     2.17996      2.1824 0.000947903
          43     2.17886     2.18232 0.000929419
          44     2.18511     2.18238 0.000910458
          45     2.17979     2.18232  0.00089204
          46     2.17952     2.18226 0.000874723
          47     2.17667     2.18214 0.000864176
          48     2.18206     2.18214 0.000846174
          49      2.1824     2.18215 0.000828922
          50     2.18277     2.18216 0.000812438
