#     BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1     10.2104     10.2104           0
           2       10.28     10.2452   0.0246061
           3     10.1933     10.2279   0.0216405
           4     10.2536     10.2343   0.0171614
           5     10.2968     10.2468   0.0176999
           6     10.3032     10.2562   0.0170665
           7     10.3411     10.2683   0.0184381
           8     10.2274     10.2632   0.0168274
           9     10.3194     10.2695   0.0160724
          10     10.1298     10.2555   0.0196142
          11     10.1695     10.2477    0.019327
          12     10.2338     10.2465    0.017751
          13     10.2583     10.2474   0.0164088
          14     10.3068     10.2517   0.0157754
          15     10.2228     10.2498   0.0148406
          16     10.3041     10.2532   0.0142965
          17     10.3113     10.2566   0.0138586
          18      10.234     10.2553   0.0131453
          19     10.2302      10.254   0.0125198
          20     10.2901     10.2558   0.0120234
          21     10.3007     10.2579   0.0116394
          22     10.2026     10.2554   0.0113792
          23     10.2758     10.2563    0.010919
          24     10.2201     10.2548    0.010568
          25     10.2753     10.2556   0.0101769
          26      10.329     10.2584   0.0101697
          27     10.3925     10.2634   0.0109387
          28     10.2014     10.2612     0.01077
          29     10.3017     10.2626    0.010489
          30     10.2941     10.2636   0.0101917
          31     10.3099     10.2651  0.00997161
          32     10.2603      10.265  0.00966116
          33      10.281     10.2655  0.00938054
          34     10.2998     10.2665  0.00915871
          35      10.209     10.2648  0.00904302
          36     10.2746     10.2651  0.00879586
          37      10.263      10.265  0.00855833
          38     10.2997      10.266  0.00838142
          39     10.2346     10.2652    0.008205
          40     10.2363     10.2644  0.00803154
          41     10.1923     10.2627  0.00802593
          42       10.26     10.2626  0.00783508
          43     10.1698     10.2604  0.00794473
          44     10.2534     10.2603  0.00776577
          45     10.2642     10.2604  0.00759367
          46     10.3541     10.2624  0.00769719
          47     10.2569     10.2623  0.00753431
          48     10.2993     10.2631  0.00741673
          49     10.2935     10.2637  0.00729134
          50     10.3339     10.2651  0.00727959
