#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.419726    0.419726           0
           2    0.419716    0.419721 3.30007e-06
           3    0.418884    0.419442 0.000227831
           4    0.420048    0.419593 0.000215432
           5    0.421009    0.419876 0.000306298
           6    0.421387    0.420128  0.00034351
           7    0.420405    0.420168 0.000296711
           8    0.421192    0.420296  0.00028593
           9    0.421599    0.420441 0.000288508
          10    0.419653    0.420362  0.00027021
          11    0.419419    0.420276 0.000258892
          12    0.420503    0.420295 0.000238007
          13    0.419352    0.420223 0.000230486
          14    0.420334     0.42023  0.00021416
          15     0.41836    0.420106 0.000233383
          16    0.420469    0.420129 0.000219899
          17    0.421484    0.420208 0.000220939
          18    0.420732    0.420237 0.000210572
          19    0.421036    0.420279 0.000203639
          20    0.419426    0.420237 0.000197878
          21    0.420661    0.420257 0.000189486
          22     0.42055     0.42027 0.000181341
          23    0.419085    0.420219 0.000180626
          24    0.421444     0.42027 0.000180174
          25    0.419126    0.420224 0.000178681
          26     0.42102    0.420255 0.000174412
          27    0.421453    0.420299 0.000173509
          28    0.419896    0.420285 0.000167907
          29    0.419587    0.420261 0.000163832
          30    0.420651    0.420274 0.000158888
          31    0.421298    0.420307 0.000157162
          32    0.420627    0.420317 0.000152569
          33    0.418592    0.420264 0.000156641
          34    0.418859    0.420223 0.000157397
          35    0.419507    0.420203 0.000154225
          36    0.420989    0.420224 0.000151479
          37    0.419657    0.420209 0.000148159
          38    0.419797    0.420198 0.000144656
          39    0.418606    0.420157 0.000146594
          40    0.419182    0.420133 0.000144944
          41    0.421239     0.42016 0.000143898
          42    0.419157    0.420136 0.000142439
          43    0.421875    0.420177 0.000144756
          44    0.419346    0.420158 0.000142693
          45    0.419534    0.420144 0.000140193
          46    0.422052    0.420185  0.00014315
          47    0.419305    0.420167 0.000141324
          48    0.420199    0.420167 0.000138382
          49    0.421147    0.420187 0.000136993
          50    0.420913    0.420202  0.00013502
