#     BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1     15.1644     15.1644           0
           2     15.3588     15.2616   0.0687405
           3     15.1254     15.2162   0.0589419
           4      15.234     15.2207   0.0443741
           5     15.2578     15.2281   0.0361138
           6     15.1764     15.2195   0.0311035
           7     15.2527     15.2242   0.0270201
           8     15.3386     15.2385   0.0271611
           9     15.2504     15.2398   0.0241753
          10     15.2394     15.2398   0.0217578
          11      15.226     15.2385   0.0198157
          12     14.9066     15.2109   0.0321136
          13     15.1791     15.2084   0.0297362
          14     15.3243     15.2167   0.0287414
          15     15.2998     15.2223   0.0273537
          16     15.2667      15.225   0.0257848
          17     15.0815     15.2166   0.0256129
          18     15.2342     15.2176   0.0242087
          19     15.3864     15.2265   0.0245102
          20     15.2341     15.2268   0.0232877
          21      15.337     15.2321   0.0227625
          22      15.262     15.2334   0.0217685
          23     15.2067     15.2323    0.020853
          24      15.315     15.2357   0.0202671
          25      15.291     15.2379   0.0195767
          26     15.2676     15.2391   0.0188569
          27     15.2746     15.2404   0.0182042
          28      15.362     15.2447   0.0180644
          29     15.4037     15.2502   0.0182546
          30     15.2589     15.2505   0.0176484
          31     15.4041     15.2555   0.0177612
          32     15.1791     15.2531   0.0173659
          33     15.2174      15.252   0.0168732
          34     15.1915     15.2502   0.0164705
          35     15.1134     15.2463   0.0164571
          36     15.1458     15.2435   0.0162351
          37     15.2729     15.2443   0.0158157
          38     15.2576     15.2447   0.0154034
          39     15.1846     15.2431   0.0150852
          40       15.16      15.241   0.0148504
          41      15.044     15.2362   0.0152463
          42     15.1388     15.2339   0.0150589
          43     15.1901     15.2329   0.0147431
          44     15.2719     15.2338   0.0144346
          45     15.4205     15.2379   0.0146984
          46     15.3923     15.2413   0.0147571
          47     15.1845     15.2401   0.0144925
          48     15.3338      15.242   0.0143215
          49     15.1185     15.2395   0.0142493
          50     15.2285     15.2393    0.013966
