#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1   0.0342665   0.0342665           0
           2   0.0340382   0.0341523 8.07233e-05
           3   0.0335673   0.0339573 0.000168086
           4   0.0334576   0.0338324 0.000166123
           5   0.0348464   0.0340352 0.000224866
           6   0.0336437   0.0339699 0.000196627
           7   0.0345314   0.0340502 0.000184174
           8   0.0332166    0.033946 0.000188336
           9   0.0337237   0.0339213 0.000169022
          10   0.0334005   0.0338692 0.000159942
          11   0.0331323   0.0338022  0.00015881
          12   0.0338783   0.0338085 0.000145703
          13   0.0343398   0.0338494 0.000140109
          14   0.0344367   0.0338913 0.000136236
          15   0.0337715   0.0338834 0.000127388
          16   0.0339099    0.033885 0.000119437
          17    0.034528   0.0339228 0.000118248
          18   0.0333334   0.0338901 0.000116124
          19   0.0339044   0.0338908 0.000110015
          20   0.0342722   0.0339099 0.000106154
          21   0.0340007   0.0339142 0.000101187
          22   0.0332895   0.0338858 0.000100493
          23   0.0330114   0.0338478 0.000103064
          24    0.034882   0.0338909 0.000107401
          25   0.0339794   0.0338945 0.000103163
          26   0.0346509   0.0339236 0.000103217
          27   0.0335978   0.0339115 0.000100097
          28   0.0331922   0.0338858 9.97637e-05
          29   0.0340498   0.0338915 9.64837e-05
          30   0.0336305   0.0338828 9.36588e-05
          31   0.0342001    0.033893 9.11953e-05
          32   0.0329781   0.0338644 9.27192e-05
          33   0.0342453   0.0338759  9.0625e-05
          34   0.0340309   0.0338805 8.80741e-05
          35   0.0349092   0.0339099 9.03286e-05
          36   0.0339434   0.0339108 8.78243e-05
          37   0.0337896   0.0339075 8.55117e-05
          38   0.0339827   0.0339095 8.32843e-05
          39   0.0341358   0.0339153 8.13506e-05
          40   0.0338939   0.0339148 7.93186e-05
          41   0.0330687   0.0338942 8.00235e-05
          42   0.0333612   0.0338815 7.91178e-05
          43   0.0334878   0.0338723 7.78058e-05
          44   0.0333373   0.0338602 7.69816e-05
          45   0.0332441   0.0338465 7.64784e-05
          46   0.0346119   0.0338631 7.66046e-05
          47   0.0336539   0.0338586  7.5104e-05
          48   0.0346069   0.0338742 7.51397e-05
          49   0.0334544   0.0338657  7.4093e-05
          50   0.0337321    0.033863 7.26593e-05
