#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1  -0.0006627  -0.0006627           0
           2 -0.00025162 -0.00045716 0.000145339
           3  0.00225426 0.000446647 0.000744289
           4  0.00111554  0.00061387 0.000576696
           5 -0.00410366-0.000329636 0.000961776
           6   0.0007304-0.000152963 0.000817546
           7  -0.0010367-0.000279211 0.000710435
           8 -0.00317944 -0.00064174 0.000708112
           9  0.00017078 -0.00055146 0.000635162
          10  0.00150962-0.000345352 0.000604162
          11  0.00012478-0.000302613 0.000550748
          12  0.00040154-0.000243933 0.000507968
          13 -0.00032996-0.000250551 0.000468937
          14 -0.00015316-0.000243594 0.000435493
          15  -0.0017153-0.000341708 0.000417366
          16  0.00038072-0.000296556 0.000393715
          17 -0.00209122-0.000402125 0.000384448
          18  0.00185818-0.000276552  0.00038305
          19 -0.00092572-0.000310719  0.00036441
          20 -0.00129066-0.000359716 0.000349468
          21 -0.00139168-0.000408857 0.000336264
          22 -0.00198512-0.000480505 0.000328523
          23 -0.00049368-0.000481078  0.00031424
          24  0.00026518-0.000449984 0.000302681
          25   0.0015842-0.000368617 0.000301312
          26  0.00125418-0.000306202 0.000296117
          27  0.00013204 -0.00028997 0.000285595
          28  0.00197714-0.000209002 0.000286643
          29  0.00050542-0.000184367 0.000277815
          30   0.0006067-0.000157998 0.000269803
          31  0.00133902-0.000109707 0.000265386
          32  0.00314238-8.07937e-06 0.000275866
          33 -0.00310108-0.000101807 0.000282981
          34  0.00072938  -7.736e-05 0.000275712
          35  0.00069868-5.51874e-05 0.000268725
          36 -0.00010328-5.65233e-05 0.000261264
          37  0.00061474-3.83811e-05 0.000254831
          38  0.00210186 1.79411e-05 0.000254273
          39 -0.00068758-1.49231e-07 0.000248396
          40 -0.00164688-4.13175e-05 0.000245574
          41 -0.00057616-5.43624e-05 0.000239931
          42  0.00105974-2.78362e-05  0.00023568
          43  0.00018682-2.28442e-05 0.000230252
          44 -0.00023458-2.76564e-05 0.000225069
          45  0.00066616-1.22382e-05 0.000220595
          46 -0.00229116  -6.178e-05 0.000221293
          47 -0.00138746 -8.9986e-05 0.000218374
          48 -0.00042218-9.69067e-05 0.000213935
          49  -0.0003769-0.000102621 0.000209645
          50 -0.00239278-0.000148424 0.000210396
