#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1  -0.0008515  -0.0008515           0
           2 -0.00013526 -0.00049338 0.000253229
           3  0.00010058-0.000295393 0.000233736
           4 -0.00097326 -0.00046486 0.000228626
           5   0.0012014-0.000131608 0.000349712
           6 -0.00087532 -0.00025556 0.000312622
           7 -0.00059368-0.000303863 0.000271668
           8 -0.00100156-0.000391075 0.000251319
           9 -0.00056212 -0.00041008 0.000224112
          10 -0.00120406-0.000489478 0.000215306
          11 -0.00058034-0.000497738 0.000195891
          12   2.528e-05-0.000454153 0.000184352
          13  -0.0002371-0.000437457 0.000170925
          14  0.00030168-0.000384661 0.000166671
          15  0.00115448-0.000282052  0.00018446
          16 -0.00265948-0.000430641 0.000224954
          17  0.00122536-0.000333229 0.000231855
          18  0.00010444-0.000308914 0.000220245
          19  0.00048754-0.000266996 0.000212605
          20 -0.00010674-0.000258983 0.000202126
          21  0.00285456-0.000110719 0.000240815
          22  0.00124118-4.92691e-05  0.00023758
          23 -0.00076816-8.05252e-05 0.000229297
          24 -0.00037336-9.27267e-05 0.000220068
          25  0.00022654 -7.9956e-05 0.000211635
          26 -0.00018476-8.39869e-05 0.000203534
          27  0.00045004-6.42081e-05 0.000196954
          28   0.0015219-7.56143e-06 0.000197899
          29 -0.00085242-3.66945e-05 0.000193207
          30 -0.00058078-5.48307e-05 0.000187616
          31   -0.000818 -7.9449e-05 0.000183172
          32   -0.001379 -0.00012006 0.000181894
          33  0.00073276 -9.4217e-05 0.000178209
          34  -0.0002643-9.92194e-05 0.000173037
          35  0.00040564-8.47949e-05 0.000168694
          36 -0.00065856-0.000100733 0.000164759
          37   0.0001134-9.49454e-05 0.000160407
          38 -0.00045538-0.000104431 0.000156466
          39 -0.00107124-0.000129221 0.000154406
          40   0.0016075-8.58025e-05 0.000156531
          41  0.00035816-7.49741e-05 0.000153087
          42 -0.00072574-9.04686e-05 0.000150224
          43 -0.00031412-9.56698e-05 0.000146821
          44  0.00211842-4.53495e-05 0.000151863
          45 -0.00142138 -7.5928e-05 0.000151535
          46  0.00013548-7.13322e-05 0.000148311
          47  0.00095638 -4.9466e-05 0.000146758
          48 -0.00010254-5.05717e-05 0.000143705
          49  0.00064348-3.64073e-05 0.000141468
          50  0.00116316 -1.2416e-05 0.000140659
