#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1 -0.00052394 -0.00052394           0
           2  0.00051738   -3.28e-06 0.000368162
           3  0.00082708 0.000273507  0.00033364
           4  -0.0002311 0.000147355  0.00027304
           5 -0.00120146-0.000122408 0.000325469
           6 -0.00022846-0.000140083 0.000271704
           7 -0.00011898-0.000137069 0.000232906
           8 -0.00010564 -0.00013314 0.000203826
           9  -0.0004887-0.000172647 0.000184967
          10  0.00018482  -0.0001369  0.00016989
          11  0.00036018-9.17109e-05 0.000160343
          12  0.00039308-5.13117e-05 0.000151985
          13 -0.00078284-0.000107583  0.00015035
          14 -0.00016338-0.000111569 0.000139664
          15   -8.83e-05-0.000110017 0.000130362
          16 -0.00063428-0.000142784 0.000126265
          17   0.0003091-0.000116202 0.000121603
          18  0.00052576-8.05378e-05 0.000119963
          19  0.00019868-6.58421e-05 0.000114546
          20 -0.00069918 -9.7509e-05 0.000113111
          21 -0.00050196-0.000116769 0.000109353
          22 -0.00055854-0.000136849  0.00010621
          23   0.0003726-0.000114699 0.000103876
          24      0.0003  -9.742e-05 0.000100975
          25 -0.00065166 -0.00011959 9.93396e-05
          26  -0.0002158 -0.00012329 9.55877e-05
          27   0.0007651-9.03867e-05 9.75462e-05
          28 -0.00020404-9.44457e-05 9.41468e-05
          29 -0.00023784-9.93903e-05 9.10301e-05
          30  -7.376e-05 -9.8536e-05 8.79998e-05
          31   9.498e-05-9.22935e-05 8.53822e-05
          32  0.00069404-6.77206e-05 8.61776e-05
          33 -0.00068154-8.63212e-05 8.55499e-05
          34 -0.00011276-8.70988e-05 8.30373e-05
          35 -0.00017266-8.95434e-05 8.07008e-05
          36  0.00067874-6.82022e-05 8.12319e-05
          37  0.00026438-5.92135e-05 7.95322e-05
          38  0.00090952-3.37205e-05 8.14226e-05
          39 -0.00077094-5.26236e-05 8.14995e-05
          40  -0.0005708 -6.5578e-05  8.0485e-05
          41 -0.00034594-7.24161e-05 7.88119e-05
          42  0.00082246-5.11095e-05 7.97635e-05
          43   -5.57e-05-5.12163e-05 7.79087e-05
          44  0.00021478-4.51709e-05 7.63722e-05
          45  0.00015282-4.07711e-05 7.48017e-05
          46  0.00022686 -3.4953e-05 7.34014e-05
          47 -0.00028302-4.02311e-05 7.20292e-05
          48 -0.00010264-4.15312e-05 7.05404e-05
          49  -6.134e-05-4.19355e-05 6.91019e-05
          50 -0.00037906 -4.8678e-05  6.8048e-05
