#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1    0.747744    0.747744           0
           2    0.747638    0.747691 3.74767e-05
           3    0.747664    0.747682 2.60427e-05
           4    0.746781    0.747457  0.00019622
           5    0.748009    0.747567 0.000185412
           6     0.74823    0.747678 0.000184505
           7    0.748186     0.74775 0.000171861
           8    0.747911     0.74777 0.000151545
           9    0.747849    0.747779 0.000134958
          10    0.747812    0.747783 0.000121503
          11    0.747848    0.747788 0.000110603
          12    0.748099    0.747814 0.000104372
          13    0.747457    0.747787 9.99043e-05
          14    0.748183    0.747815 9.66976e-05
          15    0.747444     0.74779  9.3369e-05
          16    0.747822    0.747792 8.75541e-05
          17    0.748466    0.747832 9.09269e-05
          18    0.748055    0.747844 8.67143e-05
          19    0.748062    0.747856 8.29059e-05
          20    0.747829    0.747854 7.87716e-05
          21    0.748426    0.747882 7.95795e-05
          22    0.748147    0.747894 7.68703e-05
          23    0.747471    0.747875 7.56885e-05
          24     0.74754    0.747861 7.38167e-05
          25    0.748051    0.747869 7.12521e-05
          26    0.747306    0.747847 7.17212e-05
          27    0.747707    0.747842 6.92537e-05
          28    0.747873    0.747843 6.67893e-05
          29    0.748548    0.747868 6.87696e-05
          30    0.747266    0.747847 6.93379e-05
          31    0.747841    0.747847 6.71015e-05
          32    0.748085    0.747855 6.54144e-05
          33    0.748926    0.747887 7.10273e-05
          34    0.747125    0.747865 7.23912e-05
          35    0.747853    0.747864 7.03237e-05
          36    0.747102    0.747843 7.14854e-05
          37    0.747211    0.747826 7.15686e-05
          38    0.747975     0.74783 6.97928e-05
          39    0.748456    0.747846 6.98258e-05
          40    0.748611    0.747865  7.0649e-05
          41    0.748418    0.747879 7.01982e-05
          42    0.748383    0.747891 6.95476e-05
          43    0.746988     0.74787 7.10278e-05
          44    0.748066    0.747874 6.95539e-05
          45     0.74742    0.747864 6.87357e-05
          46    0.748147     0.74787 6.75168e-05
          47    0.747713    0.747867 6.61626e-05
          48    0.747194    0.747853 6.62511e-05
          49    0.747828    0.747852 6.49011e-05
          50    0.748625    0.747868 6.54174e-05
