#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1    0.145936    0.145936           0
           2    0.145574    0.145755 0.000127711
           3    0.143518    0.145009 0.000614734
           4    0.144676    0.144926 0.000466671
           5    0.146183    0.145177   0.0004358
           6      0.1459    0.145298 0.000379444
           7    0.145173     0.14528 0.000325658
           8    0.146362    0.145415 0.000311771
           9    0.147139    0.145607 0.000330752
          10    0.146147    0.145661 0.000302065
          11    0.148436    0.145913 0.000365079
          12    0.145722    0.145897 0.000335004
          13    0.146628    0.145953 0.000313916
          14    0.146926    0.146023 0.000299077
          15    0.146344    0.146044 0.000279903
          16    0.147781    0.146153 0.000282668
          17    0.147944    0.146258 0.000284996
          18    0.146214    0.146256 0.000269174
          19    0.146311    0.146258 0.000255022
          20      0.1479     0.14634 0.000255131
          21     0.14632     0.14634 0.000242984
          22    0.144722    0.146266 0.000242803
          23    0.145639    0.146239 0.000233773
          24    0.145575    0.146211 0.000225664
          25    0.145264    0.146173 0.000219797
          26    0.145275    0.146139  0.00021404
          27    0.146267    0.146143 0.000206165
          28    0.144581    0.146088 0.000206212
          29    0.147071    0.146122  0.00020187
          30    0.144231    0.146058 0.000204743
          31    0.145766    0.146049 0.000198356
          32    0.146971    0.146078 0.000194237
          33    0.145668    0.146065 0.000188748
          34    0.145007    0.146034 0.000185744
          35    0.148411    0.146102 0.000192449
          36    0.146999    0.146127 0.000188708
          37    0.144479    0.146083 0.000188793
          38    0.146276    0.146088 0.000183894
          39    0.147403    0.146121 0.000182245
          40    0.145389    0.146103 0.000178608
          41    0.143859    0.146048 0.000182442
          42    0.144868     0.14602 0.000180248
          43    0.147768    0.146061 0.000180582
          44    0.146184    0.146064   0.0001765
          45    0.147041    0.146085 0.000173909
          46    0.147313    0.146112 0.000172164
          47    0.148693    0.146167 0.000177039
          48     0.14503    0.146143 0.000174927
          49    0.145221    0.146125 0.000172367
          50     0.14444    0.146091 0.000172179
