#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1    0.288732    0.288732           0
           2     0.28969    0.289211 0.000338817
           3    0.290012    0.289478 0.000313843
           4    0.289327     0.28944 0.000237656
           5    0.288626    0.289277   0.0002395
           6     0.28892    0.289218 0.000206851
           7    0.289208    0.289216 0.000177306
           8    0.288753    0.289158 0.000164348
           9    0.288888    0.289128 0.000148801
          10    0.289029    0.289118 0.000134255
          11    0.289621    0.289164 0.000129589
          12    0.289417    0.289185 0.000120493
          13    0.288566    0.289138 0.000120279
          14    0.289231    0.289144 0.000111873
          15    0.289086     0.28914 0.000104483
          16    0.288985    0.289131 9.84043e-05
          17    0.289446    0.289149 9.43433e-05
          18    0.289301    0.289158 8.94793e-05
          19    0.289042    0.289152 8.49757e-05
          20    0.288583    0.289123 8.53545e-05
          21    0.288764    0.289106 8.29822e-05
          22    0.288496    0.289078 8.37136e-05
          23    0.289752    0.289108 8.50403e-05
          24    0.288987    0.289103 8.16444e-05
          25    0.288433    0.289076 8.26535e-05
          26     0.28903    0.289074 7.94931e-05
          27    0.289789      0.2891 8.08413e-05
          28    0.289076      0.2891 7.79588e-05
          29    0.288857    0.289091 7.57178e-05
          30    0.288494    0.289071 7.57637e-05
          31      0.2897    0.289092 7.59884e-05
          32    0.289095    0.289092 7.36138e-05
          33    0.288973    0.289088 7.14711e-05
          34    0.289275    0.289094 6.95808e-05
          35    0.289402    0.289102 6.81499e-05
          36    0.290062    0.289129 7.12832e-05
          37    0.289918     0.28915 7.24753e-05
          38     0.28968    0.289164 7.18948e-05
          39    0.288488    0.289147 7.21148e-05
          40    0.288619    0.289134  7.1508e-05
          41      0.2889    0.289128 6.99905e-05
          42    0.289815    0.289145 7.02061e-05
          43    0.289068    0.289143 6.85961e-05
          44    0.289513    0.289151 6.75508e-05
          45    0.290049    0.289171 6.89343e-05
          46    0.289331    0.289175 6.75229e-05
          47    0.289028    0.289171 6.61582e-05
          48    0.288787    0.289163 6.52617e-05
          49    0.289306    0.289166 6.39951e-05
          50     0.28923    0.289168 6.27277e-05
