#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.371168    0.371168           0
           2    0.371222    0.371195 1.90014e-05
           3    0.371419     0.37127 6.23519e-05
           4    0.371406    0.371304 5.53363e-05
           5    0.371736     0.37139 8.91039e-05
           6    0.370553    0.371251 0.000147439
           7    0.372374    0.371411 0.000195048
           8      0.3715    0.371422 0.000170986
           9    0.372722    0.371567 0.000204059
          10    0.371967    0.371607 0.000187529
          11    0.371064    0.371557  0.00017685
          12    0.371586     0.37156 0.000162128
          13    0.370313    0.371464 0.000175748
          14    0.371152    0.371442 0.000164605
          15    0.371255    0.371429 0.000154101
          16    0.371079    0.371407 0.000146011
          17    0.370369    0.371346 0.000149643
          18     0.37007    0.371275 0.000157233
          19    0.371243    0.371274 0.000148967
          20    0.370744    0.371247 0.000143855
          21     0.37043    0.371208 0.000142176
          22    0.372256    0.371256  0.00014347
          23    0.370208     0.37121 0.000144279
          24    0.370662    0.371187 0.000140063
          25    0.369724    0.371129 0.000146187
          26    0.371571    0.371146 0.000141552
          27    0.371817    0.371171 0.000138476
          28    0.370975    0.371164 0.000133707
          29    0.370687    0.371147 0.000130104
          30    0.371462    0.371158 0.000126189
          31      0.3708    0.371146 0.000122646
          32    0.371674    0.371163 0.000119916
          33    0.370639    0.371147 0.000117327
          34    0.370139    0.371117 0.000117559
          35    0.370424    0.371097 0.000115857
          36    0.371859    0.371119 0.000114553
          37    0.370401    0.371099 0.000113087
          38    0.370476    0.371083 0.000111295
          39    0.370695    0.371073 0.000108885
          40    0.370954     0.37107 0.000106204
          41    0.371139    0.371072 0.000103627
          42    0.370884    0.371067 0.000101256
          43    0.371234    0.371071 9.89755e-05
          44    0.371394    0.371078 9.69985e-05
          45    0.371145     0.37108 9.48541e-05
          46     0.37042    0.371065 9.38714e-05
          47    0.370799     0.37106 9.20453e-05
          48    0.370564    0.371049 9.07056e-05
          49    0.370808    0.371045  8.8988e-05
          50    0.372233    0.371068 9.03256e-05
