#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1    0.899942    0.899942           0
           2    0.900181    0.900062 8.46407e-05
           3    0.900289    0.900138 8.37442e-05
           4    0.900895    0.900327 0.000175622
           5    0.900497    0.900361  0.00014374
           6    0.900187    0.900332 0.000122657
           7    0.899857    0.900264 0.000122486
           8    0.900186    0.900254 0.000107562
           9    0.900076    0.900235 9.74217e-05
          10    0.900804    0.900291 0.000102974
          11    0.900338    0.900296 9.36981e-05
          12    0.900615    0.900322 8.95961e-05
          13    0.899867    0.900287  8.9279e-05
          14    0.900832    0.900326 9.09736e-05
          15    0.900274    0.900323 8.49752e-05
          16    0.900182    0.900314 8.01192e-05
          17    0.900288    0.900312  7.5421e-05
          18    0.899901    0.900289  7.4615e-05
          19    0.900325    0.900291 7.07107e-05
          20    0.900086    0.900281 6.79169e-05
          21    0.900099    0.900272 6.52321e-05
          22    0.900437     0.90028 6.26938e-05
          23    0.900136    0.900274 6.02807e-05
          24    0.900358    0.900277 5.78716e-05
          25    0.900531    0.900287 5.64422e-05
          26    0.900355     0.90029 5.43323e-05
          27    0.900769    0.900308 5.51389e-05
          28    0.900358    0.900309  5.3199e-05
          29     0.90057    0.900318 5.21203e-05
          30    0.900196    0.900314  5.0542e-05
          31    0.900928    0.900334 5.26507e-05
          32    0.900938    0.900353 5.42844e-05
          33    0.900171    0.900348 5.29201e-05
          34    0.899916    0.900335 5.28656e-05
          35    0.900193    0.900331 5.15097e-05
          36    0.900389    0.900332 5.01044e-05
          37    0.901332    0.900359 5.55525e-05
          38    0.900213    0.900356 5.42244e-05
          39    0.899739     0.90034 5.50937e-05
          40    0.900406    0.900341 5.37416e-05
          41    0.899968    0.900332 5.31979e-05
          42    0.900823    0.900344 5.32007e-05
          43     0.90129    0.900366 5.63309e-05
          44    0.900647    0.900372 5.54118e-05
          45    0.901131    0.900389 5.66865e-05
          46    0.900443     0.90039 5.54662e-05
          47    0.900072    0.900384 5.46985e-05
          48    0.900072    0.900377 5.39429e-05
          49    0.900217    0.900374 5.29405e-05
          50    0.899814    0.900363 5.30515e-05
