#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1    0.950791    0.950791           0
           2     0.95075    0.950771 1.46937e-05
           3    0.951458       0.951 0.000187212
           4    0.951538    0.951134 0.000182455
           5    0.951194    0.951146 0.000146362
           6    0.950957    0.951115 0.000125309
           7    0.950866    0.951079  0.00011233
           8    0.951295    0.951106 0.000101467
           9    0.951238    0.951121 9.12367e-05
          10    0.951217     0.95113 8.26147e-05
          11    0.951194    0.951136 7.53062e-05
          12    0.951066     0.95113 6.92551e-05
          13     0.95118    0.951134 6.40352e-05
          14    0.951164    0.951136 5.94959e-05
          15    0.950827    0.951116 5.89975e-05
          16    0.950546     0.95108  6.5177e-05
          17    0.950795    0.951063 6.34697e-05
          18    0.951255    0.951074 6.08271e-05
          19     0.95073    0.951056 6.02592e-05
          20    0.950964    0.951051 5.74212e-05
          21    0.950929    0.951045 5.49812e-05
          22    0.951188    0.951052 5.28645e-05
          23    0.951238     0.95106 5.11801e-05
          24    0.951054     0.95106 4.90482e-05
          25    0.951286    0.951069 4.79132e-05
          26     0.95131    0.951078 4.69615e-05
          27     0.95109    0.951078 4.52242e-05
          28    0.950984    0.951075 4.37343e-05
          29    0.951346    0.951084 4.32137e-05
          30    0.950918    0.951079  4.2129e-05
          31    0.951382    0.951089 4.18908e-05
          32    0.951474    0.951101 4.22767e-05
          33    0.950755     0.95109 4.22717e-05
          34    0.950864    0.951084 4.15484e-05
          35     0.95114    0.951085 4.03927e-05
          36    0.951355    0.951093 3.99577e-05
          37    0.951428    0.951102 3.98935e-05
          38    0.950719    0.951092 4.00935e-05
          39    0.950905    0.951087 3.93509e-05
          40    0.950856    0.951081  3.8787e-05
          41    0.950914    0.951077 3.80551e-05
          42    0.951612     0.95109 3.92261e-05
          43    0.951626    0.951102 4.02445e-05
          44    0.951087    0.951102 3.93313e-05
          45     0.95134    0.951107 3.88122e-05
          46    0.951246     0.95111 3.80864e-05
          47    0.951219    0.951113 3.73463e-05
          48     0.95098     0.95111 3.66696e-05
          49    0.950968    0.951107 3.60357e-05
          50    0.950972    0.951104 3.54154e-05
