#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1  0.00018122  0.00018122           0
           2  0.00082156  0.00050139 0.000226394
           3 -0.00010644  0.00029878 0.000223935
           4    0.000191 0.000271835 0.000169565
           5  0.00013146  0.00024376 0.000137956
           6  0.00052512 0.000290653 0.000122675
           7   0.0002304 0.000282046 0.000105451
           8  -0.0004161 0.000194778 0.000123197
           9  0.00045754 0.000223973 0.000112915
          10   -6.26e-06  0.00020095 0.000103944
          11 -0.00045794 0.000141051 0.000110413
          12   7.114e-05 0.000135225 0.000101365
          13 -0.00016774  0.00011192 9.62098e-05
          14  0.00068416 0.000152794  9.7635e-05
          15   0.0011661 0.000220348 0.000112086
          16   -4.09e-05  0.00020402 0.000106263
          17  0.00028918 0.000209029  0.00010013
          18  0.00027892 0.000212912 9.46427e-05
          19   0.0004522 0.000225506 9.04956e-05
          20  0.00024336 0.000226399 8.59752e-05
          21  0.00010556 0.000220645 8.20735e-05
          22  0.00059052 0.000237457 8.00463e-05
          23  -6.952e-05  0.00022411 7.76708e-05
          24  -0.0009133 0.000176718 8.77093e-05
          25 -0.00063926 0.000144079 9.00694e-05
          26 -0.00036244 0.000124598 8.86871e-05
          27  0.00129496 0.000167944 9.54092e-05
          28  -8.468e-05 0.000158922 9.24273e-05
          29 -0.00038842 0.000140048 9.11469e-05
          30 -0.00041106 0.000121678 8.99408e-05
          31 -0.00010836 0.000114257 8.73451e-05
          32 -0.00116806  7.4185e-05 9.33563e-05
          33 -0.00021716 6.53564e-05 9.09439e-05
          34  0.00035068 7.37482e-05 8.86554e-05
          35  0.00023196 7.82686e-05 8.62375e-05
          36 -0.00017202 7.13161e-05 8.41218e-05
          37  0.00060606 8.57686e-05 8.30805e-05
          38  -0.0001829 7.86984e-05 8.11945e-05
          39  -0.0003328 6.81472e-05 7.97952e-05
          40 -0.00078092 4.69205e-05 8.05741e-05
          41   0.0007756 6.46932e-05 8.05452e-05
          42  0.00043298 7.34619e-05 7.91033e-05
          43 -0.00035114 6.35874e-05 7.78776e-05
          44 -0.00019872 5.76259e-05 7.63355e-05
          45 -0.00047478 4.57947e-05 7.55504e-05
          46  0.00070298 6.00813e-05 7.52467e-05
          47  -1.692e-05  5.8443e-05 7.36635e-05
          48 -0.00099698  3.6455e-05 7.53391e-05
          49 -0.00013834 3.28878e-05 7.38859e-05
          50    9.27e-05  3.4084e-05 7.24179e-05
