#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.249168    0.249168           0
           2    0.248756    0.248962   0.0001458
           3    0.249317     0.24908 0.000137097
           4    0.248835    0.249019 0.000115768
           5    0.249203    0.249056 9.82793e-05
           6    0.248929    0.249035 8.41384e-05
           7    0.249356    0.249081 8.37374e-05
           8     0.24899    0.249069  7.4033e-05
           9    0.249421    0.249108 7.54331e-05
          10    0.249308    0.249128 7.04759e-05
          11    0.249545    0.249166 7.35657e-05
          12    0.249474    0.249192 7.17735e-05
          13    0.249286    0.249199 6.66133e-05
          14    0.249593    0.249227 6.75381e-05
          15    0.249126     0.24922 6.33694e-05
          16    0.249062    0.249211 6.01742e-05
          17    0.249676    0.249238 6.25435e-05
          18    0.249109    0.249231  5.9478e-05
          19    0.249474    0.249244 5.77115e-05
          20    0.249534    0.249258 5.66217e-05
          21    0.248686    0.249231 6.01281e-05
          22    0.249689    0.249252 6.08931e-05
          23    0.249488    0.249262 5.91074e-05
          24    0.249286    0.249263 5.66528e-05
          25    0.249532    0.249274 5.54024e-05
          26    0.249059    0.249265 5.38845e-05
          27    0.248852     0.24925 5.40166e-05
          28    0.249194    0.249248 5.21248e-05
          29    0.249482    0.249256 5.09479e-05
          30    0.249319    0.249258 4.92931e-05
          31    0.249445    0.249264 4.80677e-05
          32    0.249103    0.249259 4.68304e-05
          33    0.249005    0.249252 4.60419e-05
          34    0.249763    0.249267 4.70836e-05
          35    0.249164    0.249264 4.58298e-05
          36    0.249258    0.249264  4.4557e-05
          37    0.249586    0.249272 4.41953e-05
          38    0.249393    0.249275  4.3146e-05
          39    0.249147    0.249272 4.21642e-05
          40    0.249193     0.24927 4.11565e-05
          41    0.249444    0.249274 4.03711e-05
          42    0.248798    0.249263 4.09717e-05
          43    0.248904    0.249255 4.08593e-05
          44    0.249193    0.249253 3.99544e-05
          45    0.249292    0.249254 3.90757e-05
          46    0.249329    0.249256 3.82604e-05
          47    0.249663    0.249264 3.84132e-05
          48    0.249406    0.249267 3.77255e-05
          49    0.249724    0.249277 3.80893e-05
          50    0.248983    0.249271 3.77763e-05
