#     BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1     2.52043     2.52043           0
           2     2.53381     2.52712  0.00472839
           3     2.52367     2.52597  0.00328892
           4     2.52862     2.52663  0.00253248
           5     2.52675     2.52666   0.0020261
           6     2.52811      2.5269  0.00170288
           7     2.52466     2.52658  0.00148946
           8     2.51481     2.52511  0.00189503
           9     2.54837     2.52769  0.00296202
          10     2.52865     2.52779  0.00266736
          11     2.53455      2.5284  0.00249477
          12     2.52736     2.52832  0.00228838
          13     2.52266     2.52788  0.00215335
          14     2.52873     2.52794  0.00200039
          15     2.53249     2.52825  0.00188991
          16     2.53382     2.52859  0.00180367
          17     2.53155     2.52877  0.00170596
          18     2.53675     2.52921  0.00166783
          19     2.53838     2.52969  0.00164845
          20     2.51861     2.52914   0.0016565
          21     2.52687     2.52903  0.00158114
          22     2.52969     2.52906  0.00150956
          23     2.52746     2.52899  0.00144553
          24     2.52557     2.52885  0.00139232
          25     2.52857     2.52884  0.00133667
          26     2.54217     2.52935  0.00138009
          27     2.53033     2.52939  0.00132945
          28     2.52881     2.52937  0.00128213
          29     2.51968     2.52903  0.00128073
          30     2.54219     2.52947  0.00131101
          31     2.53929     2.52979   0.0013064
          32     2.52674     2.52969  0.00126905
          33     2.52542     2.52956  0.00123717
          34     2.53502     2.52972  0.00121114
          35     2.52253     2.52952  0.00119387
          36     2.52277     2.52933  0.00117535
          37     2.53222     2.52941  0.00114617
          38     2.53704     2.52961  0.00113347
          39     2.53671     2.52979  0.00111893
          40     2.53274     2.52987  0.00109338
          41     2.52935     2.52985  0.00106679
          42     2.52948     2.52984  0.00104143
          43     2.51869     2.52958  0.00104901
          44      2.5328     2.52966  0.00102771
          45     2.52639     2.52959  0.00100744
          46     2.52844     2.52956 0.000985846
          47     2.52264     2.52941 0.000975789
          48     2.53486     2.52953 0.000962025
          49     2.52668     2.52947 0.000944139
          50     2.52779     2.52944 0.000925852
