#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.848539   -0.848539           0
           2   -0.848413   -0.848476 4.46891e-05
           3   -0.848125   -0.848359  0.00010012
           4   -0.848285    -0.84834 7.67538e-05
           5   -0.848253   -0.848323  6.3379e-05
           6   -0.848396   -0.848335 5.39678e-05
           7   -0.848348   -0.848337   4.629e-05
           8   -0.847989   -0.848293 5.73791e-05
           9   -0.848662   -0.848334 6.39576e-05
          10   -0.848722   -0.848373 6.83292e-05
          11   -0.848417   -0.848377  6.2234e-05
          12   -0.847487   -0.848303 9.11035e-05
          13   -0.848416   -0.848312  8.4513e-05
          14   -0.848629   -0.848334 8.14639e-05
          15   -0.848271    -0.84833 7.61431e-05
          16   -0.848434   -0.848337 7.16615e-05
          17   -0.848103   -0.848323 6.87551e-05
          18   -0.848137   -0.848313   6.571e-05
          19   -0.848791   -0.848338 6.69024e-05
          20   -0.848737   -0.848358 6.64653e-05
          21   -0.848236   -0.848352 6.35534e-05
          22   -0.848573   -0.848362 6.14522e-05
          23   -0.848735   -0.848378 6.08833e-05
          24   -0.848315   -0.848376 5.84026e-05
          25   -0.848687   -0.848388 5.73776e-05
          26   -0.848445    -0.84839 5.52127e-05
          27   -0.848478   -0.848393 5.32639e-05
          28    -0.84826   -0.848389 5.15729e-05
          29   -0.848569   -0.848395 5.01681e-05
          30   -0.848486   -0.848398 4.85874e-05
          31   -0.848803   -0.848411  4.8746e-05
          32   -0.848456   -0.848412 4.72426e-05
          33   -0.848395   -0.848412  4.5814e-05
          34   -0.848524   -0.848415 4.45842e-05
          35   -0.848599    -0.84842 4.36187e-05
          36   -0.848442   -0.848421 4.24112e-05
          37   -0.848676   -0.848428 4.18218e-05
          38   -0.848512    -0.84843 4.07802e-05
          39   -0.848632   -0.848435 4.00615e-05
          40   -0.848264   -0.848431 3.92873e-05
          41   -0.847949   -0.848419 4.00518e-05
          42    -0.84825   -0.848415 3.93012e-05
          43   -0.848386   -0.848415 3.83932e-05
          44   -0.848084   -0.848407 3.82491e-05
          45    -0.84871   -0.848414 3.79864e-05
          46   -0.848914   -0.848425 3.86884e-05
          47   -0.848211    -0.84842 3.81319e-05
          48    -0.84866   -0.848425 3.76635e-05
          49    -0.84827   -0.848422  3.7028e-05
          50   -0.848566   -0.848425 3.63994e-05
