#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.720614   -0.720614           0
           2   -0.720792   -0.720703 6.30456e-05
           3   -0.720605    -0.72067 4.98083e-05
           4   -0.720751   -0.720691 4.12654e-05
           5   -0.720774   -0.720707 3.62543e-05
           6   -0.720854   -0.720732 3.75511e-05
           7   -0.720927    -0.72076 4.12835e-05
           8   -0.720709   -0.720754 3.66009e-05
           9   -0.720607   -0.720737   3.598e-05
          10   -0.720626   -0.720726 3.40517e-05
          11   -0.720579   -0.720713 3.34916e-05
          12   -0.720707   -0.720712 3.07039e-05
          13   -0.720775   -0.720717 2.87219e-05
          14   -0.720682   -0.720715 2.67773e-05
          15   -0.720829   -0.720722 2.60643e-05
          16   -0.720599   -0.720715 2.55477e-05
          17   -0.720963   -0.720729 2.79031e-05
          18   -0.720779   -0.720732 2.64876e-05
          19    -0.72066   -0.720728 2.53644e-05
          20   -0.720795   -0.720731 2.43181e-05
          21   -0.720897   -0.720739 2.43984e-05
          22   -0.720873   -0.720745 2.40363e-05
          23   -0.720673   -0.720742 2.31938e-05
          24   -0.720818   -0.720745 2.24411e-05
          25   -0.720705   -0.720744 2.16022e-05
          26   -0.720854   -0.720748 2.11832e-05
          27   -0.720449   -0.720737  2.3111e-05
          28   -0.720366   -0.720724 2.58041e-05
          29   -0.720549   -0.720718 2.56063e-05
          30   -0.720567   -0.720713 2.52401e-05
          31   -0.720524   -0.720707 2.51471e-05
          32   -0.720681   -0.720706 2.43742e-05
          33     -0.7209   -0.720712 2.43329e-05
          34   -0.720513   -0.720706 2.43078e-05
          35   -0.720701   -0.720706 2.36137e-05
          36   -0.720569   -0.720702 2.32614e-05
          37   -0.720645     -0.7207  2.2683e-05
          38   -0.720654   -0.720699 2.21184e-05
          39    -0.72072     -0.7207 2.15575e-05
          40     -0.7206   -0.720697  2.1161e-05
          41   -0.721025   -0.720705 2.20998e-05
          42   -0.720717   -0.720705 2.15754e-05
          43   -0.720743   -0.720706 2.10914e-05
          44   -0.720889    -0.72071 2.10148e-05
          45   -0.720582   -0.720708 2.07413e-05
          46   -0.720915   -0.720712 2.07736e-05
          47   -0.720742   -0.720713 2.03411e-05
          48   -0.720905   -0.720717 2.03085e-05
          49   -0.720879    -0.72072 2.01621e-05
          50   -0.720924   -0.720724 2.01655e-05
