#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1    0.830368    0.830368           0
           2    0.829793     0.83008 0.000203145
           3    0.829526    0.829896  0.00020273
           4    0.830012    0.829925 0.000154108
           5    0.829946    0.829929 0.000123345
           6    0.830513    0.830026 0.000135858
           7      0.8307    0.830122 0.000146624
           8    0.830387    0.830155 0.000131975
           9    0.829955    0.830133 0.000119174
          10     0.82964    0.830084 0.000117012
          11    0.829178    0.830001 0.000132231
          12    0.830094    0.830009 0.000121434
          13    0.829725    0.829987 0.000114044
          14    0.830531    0.830026 0.000112317
          15    0.829581    0.829996  0.00010868
          16     0.83007    0.830001 0.000101985
          17     0.83053    0.830032 0.000100615
          18    0.830375    0.830051 9.68129e-05
          19    0.829978    0.830047 9.17948e-05
          20    0.830078    0.830049  8.7218e-05
          21     0.83038    0.830065 8.44748e-05
          22    0.830076    0.830065 8.06365e-05
          23    0.829565    0.830043  8.0011e-05
          24    0.829837    0.830035 7.71394e-05
          25    0.829532    0.830015 7.66308e-05
          26    0.829719    0.830003 7.45213e-05
          27     0.82947    0.829984 7.43315e-05
          28    0.829684    0.829973 7.24435e-05
          29    0.829648    0.829962 7.08064e-05
          30    0.829395    0.829943 7.09227e-05
          31    0.829994    0.829944 6.86545e-05
          32    0.829786    0.829939 6.66869e-05
          33    0.830151    0.829946 6.49728e-05
          34    0.829639    0.829937 6.36854e-05
          35    0.829843    0.829934 6.19221e-05
          36    0.828913    0.829906 6.63871e-05
          37     0.82986    0.829905 6.46041e-05
          38      0.8302    0.829912 6.33697e-05
          39    0.830234    0.829921 6.22782e-05
          40    0.829957    0.829921 6.07278e-05
          41    0.830504    0.829936 6.08852e-05
          42    0.829975    0.829937 5.94426e-05
          43    0.829369    0.829923 5.95068e-05
          44    0.830547    0.829938 5.98198e-05
          45    0.830089    0.829941 5.85852e-05
          46    0.829919     0.82994 5.73135e-05
          47    0.829742    0.829936 5.62489e-05
          48    0.829875    0.829935 5.50915e-05
          49    0.829806    0.829932 5.40306e-05
          50    0.830622    0.829946 5.46842e-05
