#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1 -0.00058352 -0.00058352           0
           2   0.0001158 -0.00023386 0.000247247
           3  0.00136822 0.000300167 0.000466146
           4 -0.00084968  1.2705e-05 0.000429188
           5 -0.00135908-0.000261652 0.000422027
           6  -0.0006814 -0.00033161 0.000357441
           7 -0.00043492-0.000346369 0.000306682
           8 -0.00020272-0.000328412 0.000268872
           9  -0.0004606  -0.0003431 0.000239398
          10  -7.466e-05-0.000316256 0.000216958
          11   7.264e-05-0.000280902 0.000200095
          12  0.00052184-0.000214007 0.000194281
          13 -0.00118576-0.000288757 0.000193182
          14 -0.00016102-0.000279633 0.000179598
          15 -0.00022394 -0.00027592 0.000167664
          16 -0.00046366-0.000287654 0.000157595
          17  0.00013214 -0.00026296 0.000150247
          18  0.00029078-0.000232197 0.000145015
          19  0.00035776-0.000201146 0.000140667
          20 -0.00039476-0.000210827 0.000133967
          21 -0.00118272-0.000257108 0.000135346
          22 -0.00141314-0.000309655  0.00013902
          23  0.00045716-0.000276315 0.000136915
          24   8.772e-05-0.000261147 0.000132048
          25 -0.00096642-0.000289358 0.000129745
          26 -0.00047632-0.000296548 0.000124954
          27   0.0008189-0.000255236 0.000126972
          28  0.00034038-0.000233964 0.000124206
          29 -0.00076712-0.000252348 0.000121276
          30 -0.00078376-0.000270062  0.00011852
          31  0.00012186-0.000257419 0.000115369
          32    0.000571-0.000231531 0.000114632
          33 -0.00061146-0.000243044 0.000111735
          34   -1.72e-06-0.000235946 0.000108674
          35 -0.00012908-0.000232893 0.000105612
          36   8.882e-05-0.000223957 0.000103055
          37   0.0004885-0.000204701 0.000102053
          38  0.00086324-0.000176597 0.000103165
          39 -0.00034922-0.000181024 0.000100614
          40 -0.00070244-0.000194059 9.89397e-05
          41  -0.0008134-0.000209165 9.76729e-05
          42   0.0007452-0.000186442 9.79548e-05
          43 -0.00028892-0.000188825 9.57058e-05
          44   -5.96e-05-0.000185888 9.35757e-05
          45   0.0013279-0.000152248 9.73553e-05
          46 -0.00010782-0.000151283 9.52437e-05
          47  0.00057272-0.000135878 9.44547e-05
          48 -0.00018992-0.000137004 9.24936e-05
          49  0.00014394-0.000131271 9.07835e-05
          50 -0.00018968-0.000132439 8.89754e-05
