#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.682456   -0.682456           0
           2    -0.68198   -0.682218 0.000168263
           3    -0.68245   -0.682295 0.000128763
           4   -0.682142   -0.682257   0.0001021
           5   -0.682419   -0.682289   8.664e-05
           6   -0.682304   -0.682292 7.22356e-05
           7   -0.682346     -0.6823 6.23343e-05
           8   -0.682044   -0.682268 6.22126e-05
           9   -0.682359   -0.682278 5.61275e-05
          10   -0.682365   -0.682287 5.11949e-05
          11   -0.682551   -0.682311  5.1877e-05
          12   -0.681944    -0.68228 5.58296e-05
          13   -0.682059   -0.682263 5.40626e-05
          14   -0.682171   -0.682256 5.06002e-05
          15   -0.682199   -0.682253 4.73723e-05
          16   -0.682419   -0.682263 4.55368e-05
          17   -0.682264   -0.682263 4.28582e-05
          18   -0.682318   -0.682266 4.05843e-05
          19   -0.682103   -0.682257 3.93487e-05
          20   -0.682242   -0.682257 3.73886e-05
          21   -0.682123    -0.68225 3.61484e-05
          22   -0.682079   -0.682243 3.53314e-05
          23   -0.682395   -0.682249 3.44111e-05
          24   -0.682088   -0.682242 3.36297e-05
          25   -0.682425    -0.68225 3.30686e-05
          26   -0.682595   -0.682263 3.43637e-05
          27   -0.681889   -0.682249 3.57733e-05
          28   -0.682039   -0.682242 3.52729e-05
          29   -0.682386   -0.682247 3.44049e-05
          30   -0.682403   -0.682252 3.36517e-05
          31   -0.682304   -0.682254 3.26077e-05
          32   -0.682392   -0.682258 3.18746e-05
          33    -0.68232    -0.68226 3.09648e-05
          34   -0.682437   -0.682265 3.04921e-05
          35   -0.682457    -0.68227 3.01089e-05
          36   -0.681921   -0.682261 3.07997e-05
          37   -0.682098   -0.682256 3.02784e-05
          38   -0.682345   -0.682259 2.95712e-05
          39     -0.6823    -0.68226 2.88319e-05
          40   -0.682255    -0.68226 2.81113e-05
          41    -0.68229    -0.68226 2.74357e-05
          42   -0.682416   -0.682264 2.70311e-05
          43   -0.682181   -0.682262 2.64721e-05
          44   -0.682036   -0.682257 2.63628e-05
          45   -0.681989   -0.682251 2.64425e-05
          46   -0.682427   -0.682255  2.6143e-05
          47   -0.682157   -0.682253  2.5669e-05
          48   -0.682417   -0.682256 2.53617e-05
          49   -0.682343   -0.682258 2.49054e-05
          50   -0.682487   -0.682263 2.48262e-05
