#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1   0.0334737   0.0334737           0
           2   0.0339839   0.0337288 0.000180362
           3   0.0337265   0.0337281 0.000120243
           4   0.0335569   0.0336853 9.74984e-05
           5   0.0333445   0.0336171 9.89954e-05
           6   0.0341415   0.0337045 0.000114763
           7   0.0336491   0.0336966 9.86413e-05
           8   0.0340101   0.0337358 9.37726e-05
           9   0.0338101    0.033744 8.37163e-05
          10   0.0336142    0.033731 7.63451e-05
          11   0.0332014   0.0336829 8.32161e-05
          12   0.0340388   0.0337126 8.13966e-05
          13   0.0338307   0.0337216 7.56406e-05
          14   0.0334128   0.0336996 7.33832e-05
          15   0.0340692   0.0337242 7.25094e-05
          16   0.0336067   0.0337169 6.83484e-05
          17   0.0330215    0.033676 7.55845e-05
          18   0.0338114   0.0336835 7.17586e-05
          19    0.033351    0.033666 7.00827e-05
          20   0.0337219   0.0336688 6.66343e-05
          21   0.0340464   0.0336868 6.58432e-05
          22   0.0331568   0.0336627 6.71123e-05
          23   0.0332943   0.0336467  6.6078e-05
          24   0.0339518   0.0336594 6.45362e-05
          25   0.0332019   0.0336411 6.44974e-05
          26   0.0339646   0.0336535 6.32054e-05
          27   0.0330369   0.0336307 6.48593e-05
          28   0.0337471   0.0336348 6.26759e-05
          29   0.0340183   0.0336481 6.18939e-05
          30   0.0333766    0.033639 6.04888e-05
          31   0.0330688   0.0336206 6.12701e-05
          32   0.0334168   0.0336143 5.96854e-05
          33   0.0336649   0.0336158 5.78965e-05
          34   0.0329893   0.0335974 5.90527e-05
          35   0.0336887      0.0336 5.74231e-05
          36   0.0333191   0.0335922 5.63557e-05
          37   0.0330626   0.0335779  5.6621e-05
          38   0.0333878   0.0335729 5.53514e-05
          39    0.034303   0.0335916 5.70108e-05
          40   0.0340671   0.0336035 5.68116e-05
          41   0.0344997   0.0336253 5.94825e-05
          42   0.0327213   0.0336038 6.18382e-05
          43    0.034397   0.0336222 6.30914e-05
          44   0.0336938   0.0336239 6.16785e-05
          45   0.0335165   0.0336215 6.03539e-05
          46   0.0337349    0.033624 5.90922e-05
          47   0.0344576   0.0336417 6.04382e-05
          48   0.0332716    0.033634 5.96688e-05
          49   0.0336859    0.033635 5.84604e-05
          50   0.0345415   0.0336532 6.00366e-05
