#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1    -0.76174    -0.76174           0
           2   -0.761651   -0.761696 3.15794e-05
           3   -0.761677    -0.76169 2.16291e-05
           4   -0.761484   -0.761638 4.73909e-05
           5   -0.761613   -0.761633 3.81826e-05
           6   -0.761741   -0.761651  3.5776e-05
           7   -0.762014   -0.761703 5.69122e-05
           8   -0.761169   -0.761636 7.98257e-05
           9   -0.761433   -0.761614 7.40692e-05
          10   -0.761623   -0.761615 6.66677e-05
          11   -0.761627   -0.761616 6.06174e-05
          12   -0.761276   -0.761587 6.18191e-05
          13   -0.761746     -0.7616 5.82612e-05
          14   -0.761575   -0.761598 5.41273e-05
          15   -0.761562   -0.761595 5.05713e-05
          16   -0.761839   -0.761611 4.96551e-05
          17   -0.761745   -0.761619 4.73597e-05
          18   -0.761541   -0.761614 4.49264e-05
          19   -0.761525    -0.76161 4.28057e-05
          20   -0.761378   -0.761598 4.21978e-05
          21   -0.761707   -0.761603  4.0505e-05
          22   -0.761697   -0.761607 3.88861e-05
          23   -0.761743   -0.761613  3.7641e-05
          24   -0.761351   -0.761602 3.76311e-05
          25   -0.761836   -0.761612 3.72674e-05
          26   -0.761603   -0.761611 3.58357e-05
          27   -0.761164   -0.761595 3.81532e-05
          28    -0.76132   -0.761585 3.80317e-05
          29   -0.761424   -0.761579 3.71233e-05
          30   -0.761683   -0.761583 3.60458e-05
          31   -0.761707   -0.761587 3.51034e-05
          32   -0.761562   -0.761586  3.4015e-05
          33   -0.761769   -0.761592 3.34321e-05
          34   -0.761744   -0.761596 3.27471e-05
          35   -0.761334   -0.761589 3.26556e-05
          36   -0.761403   -0.761584  3.2151e-05
          37   -0.761695   -0.761587  3.1423e-05
          38   -0.761894   -0.761595 3.16216e-05
          39   -0.761715   -0.761598 3.09607e-05
          40   -0.761651   -0.761599 3.02158e-05
          41   -0.761452   -0.761595 2.96912e-05
          42   -0.761573   -0.761595 2.89892e-05
          43   -0.761537   -0.761594 2.83466e-05
          44   -0.761235   -0.761585 2.88511e-05
          45   -0.761582   -0.761585 2.82101e-05
          46   -0.761611   -0.761586 2.76023e-05
          47   -0.761588   -0.761586 2.70151e-05
          48   -0.761925   -0.761593  2.7359e-05
          49   -0.761542   -0.761592 2.68207e-05
          50   -0.761641   -0.761593  2.6302e-05
