#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1    0.951404    0.951404           0
           2    0.950995    0.951199 0.000144384
           3    0.950899    0.951099 0.000126227
           4    0.951406    0.951176 0.000115693
           5    0.951504    0.951242 0.000109593
           6    0.951305    0.951252 9.18377e-05
           7     0.95126    0.951253 7.87238e-05
           8    0.950901    0.951209 8.02375e-05
           9    0.950918    0.951177 7.75895e-05
          10    0.951152    0.951174 6.98698e-05
          11     0.95033    0.951098 9.68909e-05
          12    0.950911    0.951082 9.00594e-05
          13    0.950843    0.951064  8.4995e-05
          14    0.951253    0.951077 7.99917e-05
          15    0.951079    0.951077 7.46591e-05
          16    0.950994    0.951072 7.01726e-05
          17    0.951068    0.951072 6.60453e-05
          18     0.95095    0.951065 6.27218e-05
          19    0.950644    0.951043 6.32234e-05
          20    0.951247    0.951053 6.08811e-05
          21    0.951104    0.951056 5.80306e-05
          22    0.951262    0.951065 5.61435e-05
          23    0.950903    0.951058 5.41422e-05
          24    0.950978    0.951055 5.19897e-05
          25    0.951168    0.951059 5.01061e-05
          26    0.950943    0.951055 4.83768e-05
          27    0.950851    0.951047 4.71682e-05
          28     0.95074    0.951036 4.67443e-05
          29    0.950975    0.951034 4.51802e-05
          30    0.950993    0.951033 4.36949e-05
          31    0.950719    0.951023 4.34442e-05
          32    0.951172    0.951027 4.23378e-05
          33    0.951226    0.951033 4.14801e-05
          34    0.950825    0.951027 4.07085e-05
          35    0.951042    0.951028 3.95477e-05
          36    0.951007    0.951027 3.84534e-05
          37    0.951009    0.951027 3.74171e-05
          38    0.951177     0.95103 3.66409e-05
          39    0.951412     0.95104 3.69862e-05
          40      0.9513    0.951047 3.66285e-05
          41    0.950887    0.951043 3.59428e-05
          42      0.9512    0.951047 3.52803e-05
          43    0.950946    0.951044 3.45366e-05
          44    0.951167    0.951047 3.38649e-05
          45    0.951381    0.951054 3.39142e-05
          46    0.950983    0.951053  3.3212e-05
          47    0.951097    0.951054 3.25185e-05
          48    0.951132    0.951055 3.18815e-05
          49    0.950751    0.951049 3.18293e-05
          50     0.95086    0.951045 3.14159e-05
